mode,model_kind,ablation_name,fold_id,n_test_rows,threshold,PR_AUC,LogLoss,F1,Precision,Recall,TP,FP,FN,TN
base,xgb,drop_G_tyre_state,4,19504,0.34,0.27440526655710273,0.10674798532487761,0.340080971659919,0.3047895500725689,0.38461538461538464,210,479,336,18479
base,xgb,drop_G_strategy_history,4,19504,0.37,0.33718762526839235,0.09297912161970948,0.39404553415061294,0.3775167785234899,0.41208791208791207,225,371,321,18587
base,xgb,drop_G_pace,4,19504,0.23,0.17886591392345555,0.12144669687417466,0.22648752399232247,0.23790322580645162,0.21611721611721613,118,378,428,18580
base,xgb,drop_G_traffic_proximity,4,19504,0.36000000000000004,0.29886683899608385,0.1020119828300787,0.38156831042845596,0.341534008683068,0.43223443223443225,236,455,310,18503
base,xgb,drop_G_undercut_defence,4,19504,0.33,0.32569523467808986,0.09640616349648021,0.3885245901639344,0.3516320474777448,0.4340659340659341,237,437,309,18521
base,xgb,drop_G_undercut_window,4,19504,0.33,0.30412173034997725,0.10392960657572545,0.3919354838709677,0.35014409221902015,0.44505494505494503,243,451,303,18507
base,xgb,drop_G_weather,4,19504,0.32,0.3347427224547383,0.09732770823169246,0.40323886639676115,0.3613933236574746,0.45604395604395603,249,440,297,18518
base,xgb,drop_ENGINEERED_ALL,4,19504,0.39,0.2948145080065551,0.10413932104210372,0.389948006932409,0.37006578947368424,0.41208791208791207,225,383,321,18575
base,xgb,drop_COL_fcy_status,4,19504,0.37,0.3330016090275054,0.0960571256928204,0.40476190476190477,0.37777777777777777,0.4358974358974359,238,392,308,18566
base,xgb,drop_COL_track_category,4,19504,0.33,0.33523111319550736,0.09637619420135747,0.4105523495465787,0.3733133433283358,0.45604395604395603,249,418,297,18540
base,xgb,drop_COL_tyre_change_pursuer,4,19504,0.37,0.3338534258746684,0.09499238433131305,0.4020618556701031,0.3786407766990291,0.42857142857142855,234,384,312,18574
base,xgb,drop_COL_close_ahead,4,19504,0.32,0.3255481042302662,0.09695900665738144,0.3964544721998388,0.3539568345323741,0.45054945054945056,246,449,300,18509
base,xgb,drop_COL_gap_behind_s,4,19504,0.34,0.31265770623016814,0.09853872795011183,0.38487394957983195,0.3555900621118012,0.4194139194139194,229,415,317,18543
base,xgb,drop_COL_n_cars_within_5s_ahead,4,19504,0.34,0.32607070649971054,0.09819326113566379,0.40596520298260147,0.37065052950075644,0.44871794871794873,245,416,301,18542
base,xgb,drop_COL_tyre_age_diff_to_ahead,4,19504,0.35000000000000003,0.3247325420604086,0.0985572354570004,0.39865996649916247,0.36728395061728397,0.4358974358974359,238,410,308,18548
base,xgb,drop_COL_rejoin_gap_ahead_est_s,4,19504,0.37,0.32879647282434765,0.0966749865146688,0.41385281385281386,0.3924466338259442,0.43772893772893773,239,370,307,18588
base,xgb,drop_COL_rejoin_gap_behind_est_s,4,19504,0.33,0.3402537870489212,0.09566073534981902,0.39932885906040266,0.3684210526315789,0.4358974358974359,238,408,308,18550
base,xgb,drop_UNDERCUT_PACK,4,19504,0.35000000000000003,0.29748220256278457,0.10213064875712256,0.38941076003415886,0.3648,0.4175824175824176,228,397,318,18561
