race_id,model_a,model_b,n_valid,pearson,spearman,disagree_rate,total_disagree,a_not_b,b_not_a
161,tcn,tcn_gru,699,0.8391148355535865,0.6836922871513423,0.010014306151645207,7,5,2
162,gru,lstm,530,0.9536858462717237,0.8185862144635752,0.009433962264150943,5,5,0
162,gru,tcn,530,0.8727527021564632,0.6421177906757194,0.011320754716981131,6,6,0
162,gru,tcn_gru,530,0.8503160567850468,0.5118051630321434,0.011320754716981131,6,6,0
162,lstm,tcn,530,0.9491766842863767,0.7596560960909403,0.0018867924528301887,1,1,0
162,lstm,tcn_gru,530,0.9220471282407826,0.6594897501263968,0.0018867924528301887,1,1,0
162,tcn,tcn_gru,530,0.9745616614539899,0.6527966575241878,0.0,0,0,0
163,gru,lstm,530,0.775028184639184,0.7971240183220358,0.10943396226415095,58,46,12
163,gru,tcn,530,0.4568806605449042,0.6777898616215176,0.1339622641509434,71,70,1
163,gru,tcn_gru,530,0.4546010545047324,0.4427150240733139,0.13018867924528302,69,69,0
163,lstm,tcn,530,0.5431159190622338,0.5316327959683623,0.0660377358490566,35,35,0
163,lstm,tcn_gru,530,0.5552407937129179,0.3751557113088456,0.0660377358490566,35,35,0
163,tcn,tcn_gru,530,0.9051832723706426,0.5695063162096737,0.0037735849056603774,2,1,1
164,gru,lstm,500,0.7977362190964562,0.7230273721094884,0.032,16,15,1
164,gru,tcn,500,0.7304332078678495,0.6308640274561098,0.038,19,14,5
164,gru,tcn_gru,500,0.7336224512116044,0.4982619610478442,0.038,19,15,4
164,lstm,tcn,500,0.8765486935366837,0.7065974823899295,0.018,9,2,7
164,lstm,tcn_gru,500,0.846465256986239,0.6478357433429733,0.014,7,2,5
164,tcn,tcn_gru,500,0.8323549446198197,0.7267260749042995,0.02,10,6,4
165,gru,lstm,710,0.9237950926535824,0.8425090711977014,0.01267605633802817,9,8,1
165,gru,tcn,710,0.7108013420467121,0.6128936779101825,0.022535211267605635,16,15,1
165,gru,tcn_gru,710,0.8242881152246115,0.47511155379187336,0.018309859154929577,13,11,2
165,lstm,tcn,710,0.7580381052177485,0.6613185387880298,0.015492957746478873,11,9,2
165,lstm,tcn_gru,710,0.8565429900523487,0.5951179274560672,0.011267605633802818,8,5,3
165,tcn,tcn_gru,710,0.7338992962150473,0.5334249819975837,0.015492957746478873,11,3,8
166,gru,lstm,570,0.8555740730021858,0.7378946428857811,0.01929824561403509,11,5,6
166,gru,tcn,570,0.7153791005844004,0.7018356959839018,0.02280701754385965,13,8,5
166,gru,tcn_gru,570,0.7516832725272042,0.35411876176580226,0.02456140350877193,14,9,5
166,lstm,tcn,570,0.650347390521252,0.5314613885675565,0.028070175438596492,16,10,6
166,lstm,tcn_gru,570,0.6680481089403644,0.2707546847352238,0.02631578947368421,15,10,5
166,tcn,tcn_gru,570,0.9245755819929583,0.5726097227624262,0.005263157894736842,3,2,1
167,gru,lstm,773,0.8861707226430676,0.7810337971485211,0.01034928848641656,8,6,2
167,gru,tcn,773,0.8900986203737696,0.41056124064262484,0.01034928848641656,8,8,0
167,gru,tcn_gru,773,0.8850816967791892,0.37277269283471187,0.01034928848641656,8,8,0
167,lstm,tcn,773,0.9171062441225645,0.47536076318780074,0.00517464424320828,4,4,0
167,lstm,tcn_gru,773,0.9154954365915116,0.42003351349604356,0.00517464424320828,4,4,0
167,tcn,tcn_gru,773,0.9775339358772106,0.592878130082226,0.00258732212160414,2,1,1
168,gru,lstm,570,0.9087446745520905,0.8139547496622838,0.02280701754385965,13,10,3
168,gru,tcn,570,0.8423355516134231,0.494033141635433,0.03333333333333333,19,19,0
168,gru,tcn_gru,570,0.8926178119326469,0.40110307964531816,0.02456140350877193,14,10,4
168,lstm,tcn,570,0.8419167035593303,0.6464143593774326,0.02456140350877193,14,13,1
168,lstm,tcn_gru,570,0.8814212581695573,0.4868524809572401,0.02280701754385965,13,6,7
168,tcn,tcn_gru,570,0.8623905900105253,0.6221079230938327,0.02982456140350877,17,2,15
169,gru,lstm,500,0.8793658263145754,0.8652071088284352,0.124,62,11,51
169,gru,tcn,500,0.5676377811834014,0.8588903795615183,0.178,89,82,7
169,gru,tcn_gru,500,0.5529087453709984,0.7978312553250213,0.174,87,81,6
169,lstm,tcn,500,0.45929183779512084,0.7805847863391453,0.254,127,121,6
169,lstm,tcn_gru,500,0.42097393655371285,0.6817434629738519,0.27,135,125,10
169,tcn,tcn_gru,500,0.582561055015917,0.8115129420517683,0.056,28,14,14
170,gru,lstm,619,0.9167864531417994,0.6972587956186469,0.009693053311793215,6,1,5
170,gru,tcn,619,0.828497909231945,0.6537903744408584,0.006462035541195477,4,4,0
170,gru,tcn_gru,619,0.7485240074359891,0.27675129410205185,0.011308562197092083,7,7,0
170,lstm,tcn,619,0.8079771188650644,0.6758465990072186,0.012924071082390954,8,8,0
170,lstm,tcn_gru,619,0.7441846567014556,0.40971556823362093,0.017770597738287562,11,11,0
170,tcn,tcn_gru,619,0.9116091421611505,0.46355719574371856,0.004846526655896607,3,3,0
171,gru,lstm,594,0.9486763621292335,0.8512765789028062,0.016835016835016835,10,5,5
171,gru,tcn,594,0.8629946143445798,0.526389778150516,0.026936026936026935,16,10,6
171,gru,tcn_gru,594,0.919095806399244,0.4816680415331342,0.021885521885521887,13,7,6
171,lstm,tcn,594,0.8752156694827301,0.6653490564808885,0.020202020202020204,12,8,4
171,lstm,tcn_gru,594,0.9053942033319412,0.5817383379331598,0.021885521885521887,13,7,6
171,tcn,tcn_gru,594,0.9448019175823602,0.5653242215686416,0.008417508417508417,5,1,4
172,gru,lstm,710,0.9205979810413002,0.8206603783311174,0.03380281690140845,24,18,6
172,gru,tcn,710,0.8320380429098406,0.6700939444909505,0.04366197183098591,31,11,20
172,gru,tcn_gru,710,0.8219613430697823,0.5746336882351161,0.054929577464788736,39,16,23
172,lstm,tcn,710,0.7740960535555832,0.7457172857477776,0.05211267605633803,37,8,29
172,lstm,tcn_gru,710,0.795099091383318,0.6680559142348211,0.054929577464788736,39,10,29
172,tcn,tcn_gru,710,0.8560663603745073,0.7462655013355441,0.04788732394366197,34,18,16
173,gru,lstm,560,0.8707261959462833,0.8878002298658936,0.15714285714285714,88,83,5
173,gru,tcn,560,0.7755061222495531,0.7359582961498147,0.1357142857142857,76,24,52
173,gru,tcn_gru,560,0.8309209313062998,0.7597082807753124,0.11785714285714285,66,40,26
173,lstm,tcn,560,0.7709043370606428,0.7777381305425082,0.2,112,3,109
173,lstm,tcn_gru,560,0.8358764888260201,0.7931490534089715,0.1357142857142857,76,6,70
173,tcn,tcn_gru,560,0.8491694515730956,0.8880613914129647,0.12857142857142856,72,57,15
