race_id,model_a,model_b,n_valid,pearson,spearman,disagree_rate,total_disagree,a_not_b,b_not_a
54,gru,tcn_gru,530,0.8368580095203599,0.5510129975542811,0.026415094339622643,14,9,5
54,lstm,tcn,530,0.8151762333939264,0.6661143295512045,0.024528301886792454,13,6,7
54,lstm,tcn_gru,530,0.8657531136381968,0.6484438138545332,0.024528301886792454,13,3,10
54,tcn,tcn_gru,530,0.8089540688997685,0.6857051487048289,0.026415094339622643,14,4,10
55,gru,lstm,783,0.8984633953892996,0.7657234807966166,0.022988505747126436,18,10,8
55,gru,tcn,783,0.7533924670271546,0.5233694927246261,0.035759897828863345,28,25,3
55,gru,tcn_gru,783,0.7652874123638321,0.49965873405834094,0.037037037037037035,29,24,5
55,lstm,tcn,783,0.6998578967576949,0.5485442302858174,0.038314176245210725,30,25,5
55,lstm,tcn_gru,783,0.7313137676801192,0.5813874775297425,0.037037037037037035,29,23,6
55,tcn,tcn_gru,783,0.9123014971548403,0.6521343419926691,0.011494252873563218,9,3,6
56,gru,lstm,652,0.9471271727244646,0.8181736944329725,0.006134969325153374,4,2,2
56,gru,tcn,652,0.8802704095424185,0.5721890511442849,0.010736196319018405,7,6,1
56,gru,tcn_gru,652,0.8912095864810465,0.4596502624575041,0.010736196319018405,7,5,2
56,lstm,tcn,652,0.8924985953318623,0.6609575775276924,0.010736196319018405,7,6,1
56,lstm,tcn_gru,652,0.9265337085117804,0.6034990812547789,0.010736196319018405,7,5,2
56,tcn,tcn_gru,652,0.9189895248331605,0.6314032965724119,0.009202453987730062,6,2,4
57,gru,lstm,706,0.8873334882174166,0.521223696458868,0.0113314447592068,8,8,0
57,gru,tcn,706,0.8415760712711376,0.34012927886380684,0.009915014164305949,7,5,2
57,gru,tcn_gru,706,0.8802909875541944,0.15733877631888657,0.009915014164305949,7,6,1
57,lstm,tcn,706,0.8458543853262344,0.5368706658072059,0.007082152974504249,5,0,5
57,lstm,tcn_gru,706,0.908546276748514,0.4287051729704342,0.00424929178470255,3,0,3
57,tcn,tcn_gru,706,0.8640243336323825,0.38609244101175483,0.0056657223796034,4,3,1
58,gru,lstm,580,0.7536425428249505,0.7986809998102623,0.13793103448275862,80,64,16
58,gru,tcn,580,0.6283021738692725,0.7596313737043172,0.12758620689655173,74,49,25
58,gru,tcn_gru,580,0.575506423221551,0.6729474881583046,0.15689655172413794,91,58,33
58,lstm,tcn,580,0.559960055977407,0.6743253470247923,0.12758620689655173,74,25,49
58,lstm,tcn_gru,580,0.6369246720658526,0.7403367983278478,0.11206896551724138,65,21,44
58,tcn,tcn_gru,580,0.6855649541237545,0.7612772025338138,0.09827586206896552,57,29,28
60,gru,lstm,577,0.8616017802845105,0.8505198057406265,0.09012131715771231,52,12,40
60,gru,tcn,577,0.733946635586444,0.6746741437935151,0.05199306759098787,30,30,0
60,gru,tcn_gru,577,0.7924525265451234,0.6160254613110409,0.05025996533795494,29,25,4
60,lstm,tcn,577,0.6557206142533089,0.7810396089825472,0.10051993067590988,58,58,0
60,lstm,tcn_gru,577,0.7047253348391087,0.6992391066427591,0.09532062391681109,55,52,3
60,tcn,tcn_gru,577,0.7674237481944823,0.656679964778245,0.036395147313691506,21,6,15
61,gru,lstm,709,0.9682731631497317,0.7021602349628838,0.0014104372355430183,1,0,1
61,gru,tcn,709,0.8421180730378612,0.413334136924533,0.007052186177715092,5,1,4
61,gru,tcn_gru,709,0.8944862744893892,0.4382094521029576,0.00846262341325811,6,1,5
61,lstm,tcn,709,0.8150766731436359,0.5899744141500288,0.00846262341325811,6,2,4
61,lstm,tcn_gru,709,0.8764670810864024,0.4987768564621431,0.009873060648801129,7,2,5
61,tcn,tcn_gru,709,0.8267639451714751,0.5493401563613965,0.012693935119887164,9,4,5
62,gru,lstm,450,0.8492362176178404,0.8680886325364571,0.03111111111111111,14,10,4
62,gru,tcn,450,0.71128987124341,0.622657165385179,0.051111111111111114,23,12,11
62,gru,tcn_gru,450,0.6914405688749721,0.6152943635935652,0.06222222222222222,28,10,18
62,lstm,tcn,450,0.812673772515217,0.7264156366204277,0.03333333333333333,15,5,10
62,lstm,tcn_gru,450,0.7358918365119432,0.7372199698105506,0.05333333333333334,24,5,19
62,tcn,tcn_gru,450,0.7476789624384439,0.7256294598985675,0.042222222222222223,19,5,14
63,gru,lstm,559,0.8789024105298522,0.8521339125990287,0.03398926654740608,19,17,2
63,gru,tcn,559,0.8120411310506932,0.6805496703846291,0.03756708407871199,21,12,9
63,gru,tcn_gru,559,0.7858895503990692,0.4837649659667663,0.03935599284436494,22,14,8
63,lstm,tcn,559,0.7917892639241737,0.7050690557254697,0.03935599284436494,22,5,17
63,lstm,tcn_gru,559,0.8376954036636692,0.680867607011643,0.026833631484794274,15,3,12
63,tcn,tcn_gru,559,0.8667131971472865,0.7094297612864753,0.03041144901610018,17,10,7
65,gru,lstm,520,0.8916309708359524,0.8594909744488698,0.0673076923076923,35,13,22
65,gru,tcn,520,0.8504727316853073,0.7957196587265484,0.09423076923076923,49,5,44
65,gru,tcn_gru,520,0.8631809033776072,0.8101797429269052,0.06538461538461539,34,7,27
65,lstm,tcn,520,0.8363149858768931,0.7267117225911451,0.07692307692307693,40,5,35
65,lstm,tcn_gru,520,0.8384025372156301,0.7554932923909878,0.07115384615384615,37,13,24
65,tcn,tcn_gru,520,0.8655455378689808,0.8252095834446359,0.07115384615384615,37,28,9
66,gru,lstm,711,0.940703290127497,0.6830723496146844,0.005625879043600563,4,2,2
66,gru,tcn,711,0.7984418100257107,0.41462340152897664,0.015471167369901548,11,10,1
66,gru,tcn_gru,711,0.8211328648586911,0.44054766183027144,0.016877637130801686,12,7,5
66,lstm,tcn,711,0.8108535100328141,0.4757915482274007,0.015471167369901548,11,10,1
66,lstm,tcn_gru,711,0.809963699808787,0.38562679829033464,0.016877637130801686,12,7,5
66,tcn,tcn_gru,711,0.8963569967154464,0.46258043687145395,0.009845288326300985,7,0,7
67,gru,lstm,630,0.8394613117473064,0.7744404927773998,0.07777777777777778,49,43,6
67,gru,tcn,630,0.6910048072727241,0.6775274122155823,0.09682539682539683,61,46,15
67,gru,tcn_gru,630,0.6673217606005027,0.6917898388206957,0.10793650793650794,68,40,28
67,lstm,tcn,630,0.7975461421181579,0.7250272739412295,0.050793650793650794,32,13,19
67,lstm,tcn_gru,630,0.7463768019297501,0.7532506470699816,0.07142857142857142,45,10,35
67,tcn,tcn_gru,630,0.736233196096814,0.7138865243274679,0.06825396825396825,43,12,31
68,gru,lstm,530,0.9312269840022891,0.7922084799565707,0.007547169811320755,4,4,0
68,gru,tcn,530,0.8570705437176923,0.7090670943501011,0.009433962264150943,5,5,0
68,gru,tcn_gru,530,0.8579962878423698,0.3667055378193747,0.011320754716981131,6,6,0
68,lstm,tcn,530,0.9251745010616248,0.6067873183720706,0.0018867924528301887,1,1,0
68,lstm,tcn_gru,530,0.9262924901594087,0.4112229823826425,0.0037735849056603774,2,2,0
68,tcn,tcn_gru,530,0.96373498763443,0.5510713546606795,0.0018867924528301887,1,1,0
69,gru,lstm,699,0.8681375391751223,0.5290622414220185,0.03719599427753934,26,17,9
69,gru,tcn,699,0.7451101165875107,0.43963384918634124,0.060085836909871244,42,21,21
69,gru,tcn_gru,699,0.7620692607436307,0.43274567433623956,0.04864091559370529,34,18,16
69,lstm,tcn,699,0.7483999739851817,0.495958884014764,0.05436337625178827,38,15,23
69,lstm,tcn_gru,699,0.7551995365538673,0.5395645964031418,0.05436337625178827,38,16,22
69,tcn,tcn_gru,699,0.731508547397507,0.8161031869983256,0.06294706723891273,44,23,21
70,gru,lstm,530,0.8998091712523536,0.7408767953727006,0.02830188679245283,15,5,10
70,gru,tcn,530,0.8058126285616419,0.605087224327659,0.026415094339622643,14,11,3
70,gru,tcn_gru,530,0.8334262944923184,0.4638571427707818,0.03018867924528302,16,8,8
70,lstm,tcn,530,0.8122111039452482,0.670765971278067,0.035849056603773584,19,16,3
70,lstm,tcn_gru,530,0.8390359953480107,0.6205994137287109,0.035849056603773584,19,12,7
70,tcn,tcn_gru,530,0.8671877165875238,0.522927431044006,0.022641509433962263,12,2,10
71,gru,lstm,705,0.8629408838430477,0.8530735448024944,0.014184397163120567,10,10,0
71,gru,tcn,705,0.8451601163074626,0.7412372055495587,0.011347517730496455,8,7,1
71,gru,tcn_gru,705,0.823695705069485,0.47677968202913956,0.01276595744680851,9,9,0
71,lstm,tcn,705,0.9126437053021264,0.7523769390304711,0.005673758865248227,4,0,4
71,lstm,tcn_gru,705,0.9515216775351554,0.5120053451761909,0.0014184397163120568,1,0,1
71,tcn,tcn_gru,705,0.9325986311244716,0.6110153848472064,0.00425531914893617,3,3,0
72,gru,lstm,777,0.975618032987279,0.6832095089588531,0.001287001287001287,1,0,1
72,gru,tcn,777,0.9627982220820989,0.1867072102939911,0.0,0,0,0
72,gru,tcn_gru,777,0.9552167437534541,0.11625389203371342,0.001287001287001287,1,0,1
72,lstm,tcn,777,0.9444353050578734,0.3603699617931193,0.001287001287001287,1,1,0
72,lstm,tcn_gru,777,0.984944625805805,0.23011971332407027,0.0,0,0,0
72,tcn,tcn_gru,777,0.9532899502475822,0.54125269228097,0.001287001287001287,1,0,1
74,gru,lstm,567,0.8462057598658459,0.6958559365616549,0.06172839506172839,35,14,21
74,gru,tcn,567,0.5924736888028516,0.6059256994657383,0.08465608465608465,48,47,1
74,gru,tcn_gru,567,0.6571624419653481,0.43561743448519946,0.07760141093474426,44,39,5
74,lstm,tcn,567,0.5840859571365576,0.6350993673071014,0.09700176366843033,55,54,1
74,lstm,tcn_gru,567,0.6465945812040967,0.4212389241877123,0.08641975308641975,49,45,4
74,tcn,tcn_gru,567,0.742776113765177,0.49895545238450734,0.024691358024691357,14,1,13
76,gru,lstm,500,0.7601122389692242,0.8217179748718995,0.098,49,14,35
76,gru,tcn,500,0.6428888964668613,0.7968837315349261,0.082,41,29,12
76,gru,tcn_gru,500,0.6739937566703329,0.7568005952023809,0.11,55,29,26
76,lstm,tcn,500,0.6328698915042619,0.7458318793275173,0.104,52,45,7
76,lstm,tcn_gru,500,0.6144101757118168,0.7290580202320809,0.132,66,45,21
76,tcn,tcn_gru,500,0.7465594888711428,0.8040210720842882,0.072,36,11,25
77,gru,lstm,656,0.942285565446723,0.7953489014655911,0.019817073170731708,13,10,3
77,gru,tcn,656,0.8899240270421362,0.6172434578052776,0.028963414634146343,19,17,2
77,gru,tcn_gru,656,0.937182233857054,0.47045396000336664,0.013719512195121951,9,9,0
77,lstm,tcn,656,0.8780164790087777,0.7234992335806449,0.024390243902439025,16,12,4
77,lstm,tcn_gru,656,0.9154687458317587,0.5579233648657724,0.018292682926829267,12,7,5
77,tcn,tcn_gru,656,0.9073533624230756,0.6524984930911737,0.01524390243902439,10,2,8
78,gru,lstm,703,0.970878162177964,0.7688618872829399,0.001422475106685633,1,0,1
78,gru,tcn,703,0.9556138250441593,0.5066016052858158,0.0,0,0,0
78,gru,tcn_gru,703,0.903702942662963,0.24993375322322692,0.004267425320056899,3,2,1
78,lstm,tcn,703,0.9548768802260833,0.5762351880772932,0.001422475106685633,1,1,0
78,lstm,tcn_gru,703,0.9149514683139058,0.24093697120012905,0.005689900426742532,4,3,1
78,tcn,tcn_gru,703,0.9133663417577905,0.46315584309005353,0.004267425320056899,3,2,1
79,gru,lstm,140,0.9381456864695465,0.6930309855459098,0.02142857142857143,3,1,2
79,gru,tcn,140,0.7618808397478579,0.43736196453171816,0.06428571428571428,9,4,5
79,gru,tcn_gru,140,0.7561738847174728,0.46711858476744444,0.05714285714285714,8,3,5
79,lstm,tcn,140,0.710734116031557,0.6897771752203101,0.04285714285714286,6,3,3
79,lstm,tcn_gru,140,0.6759400901224867,0.6556252870044391,0.06428571428571428,9,4,5
79,tcn,tcn_gru,140,0.8675381355198947,0.7771096192954452,0.02142857142857143,3,1,2
80,gru,lstm,579,0.9020600976201902,0.8367596209783666,0.03626943005181347,21,17,4
80,gru,tcn,579,0.7756754762872659,0.8457229002437665,0.06390328151986183,37,26,11
80,gru,tcn_gru,579,0.7083176326891315,0.6675478645567047,0.07081174438687392,41,29,12
80,lstm,tcn,579,0.8375004302015601,0.7806256812071224,0.055267702936096716,32,17,15
80,lstm,tcn_gru,579,0.7248112777812009,0.6771945301888742,0.0690846286701209,40,22,18
80,tcn,tcn_gru,579,0.7515422762104536,0.7772635859670253,0.06217616580310881,36,19,17
81,gru,lstm,558,0.8872440527643076,0.8824888517392434,0.05555555555555555,31,19,12
81,gru,tcn,558,0.8005830802201901,0.8461829930621725,0.07706093189964158,43,21,22
81,gru,tcn_gru,558,0.7700645174758991,0.7146642688845116,0.08243727598566308,46,28,18
81,lstm,tcn,558,0.8509264316226627,0.7843143978923883,0.053763440860215055,30,11,19
81,lstm,tcn_gru,558,0.8405992141675996,0.7302145588876159,0.05913978494623656,33,18,15
81,tcn,tcn_gru,558,0.8169292613960603,0.8080527589430848,0.06630824372759857,37,24,13
82,gru,lstm,580,0.8629467563376308,0.8600668479579515,0.05862068965517241,34,5,29
82,gru,tcn,580,0.6489216987674168,0.7503435114151699,0.05344827586206897,31,29,2
82,gru,tcn_gru,580,0.6706826309430494,0.47279865012514394,0.05517241379310345,32,26,6
82,lstm,tcn,580,0.5439266271813925,0.7897622189413618,0.10172413793103448,59,55,4
82,lstm,tcn_gru,580,0.5656353565116957,0.6017000132539654,0.1,58,51,7
82,tcn,tcn_gru,580,0.8315895972175317,0.6544531324716923,0.01896551724137931,11,2,9
83,gru,lstm,579,0.8526819993824601,0.8387603838685208,0.05872193436960276,34,22,12
83,gru,tcn,579,0.6894416263373273,0.5090251636288101,0.0690846286701209,40,37,3
83,gru,tcn_gru,579,0.75357288654856,0.6080026806253722,0.06390328151986183,37,32,5
83,lstm,tcn,579,0.6960398282794581,0.6141597111156312,0.06563039723661486,38,31,7
83,lstm,tcn_gru,579,0.763723987405351,0.6723126514265861,0.05699481865284974,33,25,8
83,tcn,tcn_gru,579,0.7913975370446998,0.6291069177568558,0.039723661485319514,23,8,15
84,gru,lstm,705,0.9824431640103465,0.7117535314874988,0.0028368794326241137,2,1,1
84,gru,tcn,705,0.9380573581880952,0.38333796801113423,0.00851063829787234,6,4,2
84,gru,tcn_gru,705,0.9418727996236098,0.3431603799431237,0.009929078014184398,7,2,5
84,lstm,tcn,705,0.9373822986144622,0.6373148982745301,0.00851063829787234,6,4,2
84,lstm,tcn_gru,705,0.9516960496949319,0.5177330192711274,0.009929078014184398,7,2,5
84,tcn,tcn_gru,705,0.9471086270886472,0.6959057416123748,0.01276595744680851,9,2,7
85,gru,lstm,510,0.9522776015979522,0.8688950790909254,0.027450980392156862,14,1,13
85,gru,tcn,510,0.8669876831237908,0.638312561076857,0.03725490196078431,19,1,18
85,gru,tcn_gru,510,0.8232415600428561,0.5594883667598967,0.03529411764705882,18,2,16
85,lstm,tcn,510,0.8864266714609379,0.6872740085618984,0.03333333333333333,17,6,11
85,lstm,tcn_gru,510,0.7941713652003127,0.650537770346721,0.058823529411764705,30,14,16
85,tcn,tcn_gru,510,0.8159163132019228,0.7567841023429314,0.056862745098039215,29,16,13
86,gru,lstm,570,0.8892704767847367,0.8816885765795072,0.03333333333333333,19,16,3
86,gru,tcn,570,0.7173681780602699,0.6954940328824456,0.06842105263157895,39,20,19
86,gru,tcn_gru,570,0.7249796623253177,0.6411387441700506,0.06666666666666667,38,19,19
86,lstm,tcn,570,0.7149685805948532,0.7371965797954053,0.05263157894736842,30,9,21
86,lstm,tcn_gru,570,0.7593710148322157,0.7137209766079532,0.04736842105263158,27,7,20
86,tcn,tcn_gru,570,0.7720165258274044,0.7304140347421328,0.04736842105263158,27,13,14
87,gru,lstm,439,0.8351369568538671,0.8427143939157544,0.03189066059225513,14,5,9
87,gru,tcn,439,0.7604960120573174,0.811581710952947,0.04555808656036447,20,5,15
87,gru,tcn_gru,439,0.7740267869694718,0.7701359083391723,0.04783599088838269,21,4,17
87,lstm,tcn,439,0.7799671434566128,0.8328423877430023,0.05466970387243736,24,9,15
87,lstm,tcn_gru,439,0.7571079390491969,0.8080625898892819,0.05694760820045558,25,8,17
87,tcn,tcn_gru,439,0.7776366737932743,0.8285052919433672,0.05694760820045558,25,11,14
88,gru,lstm,520,0.8949020130664311,0.895293706991975,0.09038461538461538,47,28,19
88,gru,tcn,520,0.7293020744440316,0.7997194743835816,0.14807692307692308,77,42,35
88,gru,tcn_gru,520,0.6757702480729939,0.7443953337333119,0.16153846153846155,84,37,47
88,lstm,tcn,520,0.6889781837150217,0.7644065308616581,0.16153846153846155,84,41,43
88,lstm,tcn_gru,520,0.7195964041989898,0.777546173219234,0.16346153846153846,85,33,52
88,tcn,tcn_gru,520,0.7034180142920949,0.7568579424081846,0.14038461538461539,73,28,45
89,gru,lstm,700,0.932284449368928,0.8489545372250031,0.02,14,4,10
89,gru,tcn,700,0.8064424661301637,0.5313828803732252,0.02857142857142857,20,20,0
89,gru,tcn_gru,700,0.8555171158746622,0.5599826471949069,0.03,21,19,2
89,lstm,tcn,700,0.792261718116373,0.5989996947515636,0.037142857142857144,26,26,0
89,lstm,tcn_gru,700,0.842484683746358,0.5838847018055139,0.03571428571428571,25,24,1
89,tcn,tcn_gru,700,0.9373492373552248,0.5044603881115791,0.01,7,2,5
90,gru,lstm,432,0.9566672549634943,0.7823572716712898,0.018518518518518517,8,6,2
90,gru,tcn,432,0.8750015591023159,0.5152569916653122,0.027777777777777776,12,8,4
90,gru,tcn_gru,432,0.886136666519092,0.4533396800561084,0.032407407407407406,14,7,7
90,lstm,tcn,432,0.8797264271677758,0.6441273166877728,0.032407407407407406,14,7,7
90,lstm,tcn_gru,432,0.9031593270082405,0.5422725375638469,0.032407407407407406,14,5,9
90,tcn,tcn_gru,432,0.9435399877775363,0.6357615204032849,0.027777777777777776,12,4,8
91,gru,lstm,629,0.8326913618076123,0.8079931507807118,0.03656597774244833,23,15,8
91,gru,tcn,629,0.6907543107251951,0.5198248347367868,0.03179650238473768,20,17,3
91,gru,tcn_gru,629,0.7362808905883377,0.5386368491276696,0.034976152623211444,22,17,5
91,lstm,tcn,629,0.6372534919571168,0.671576222156964,0.030206677265500796,19,13,6
91,lstm,tcn_gru,629,0.7806070923697521,0.5455516480994187,0.017488076311605722,11,8,3
91,tcn,tcn_gru,629,0.8463859834382762,0.5561050586528293,0.012718600953895072,8,3,5
92,gru,lstm,530,0.9089794150902825,0.826990524426056,0.009433962264150943,5,1,4
92,gru,tcn,530,0.9468062169815035,0.5340206817101454,0.0037735849056603774,2,1,1
92,gru,tcn_gru,530,0.9129862924049583,0.45002248743584183,0.0037735849056603774,2,1,1
92,lstm,tcn,530,0.9038276352341296,0.4203480509713859,0.005660377358490566,3,3,0
92,lstm,tcn_gru,530,0.8657466810917861,0.5638003083455764,0.009433962264150943,5,4,1
92,tcn,tcn_gru,530,0.9546384714860935,0.3278577668020562,0.0037735849056603774,2,1,1
93,gru,lstm,697,0.7506521385662418,0.7306326590294737,0.07173601147776183,50,35,15
93,gru,tcn,697,0.6637353638933713,0.5383278400223863,0.06743185078909612,47,34,13
93,gru,tcn_gru,697,0.6522162285446881,0.5399131768159078,0.07317073170731707,51,36,15
93,lstm,tcn,697,0.6171404478159808,0.6037488002061712,0.06456241032998565,45,23,22
93,lstm,tcn_gru,697,0.6666445369475403,0.6027725213581376,0.058823529411764705,41,21,20
93,tcn,tcn_gru,697,0.6536027684707063,0.582072666786404,0.04591104734576758,32,16,16
94,gru,lstm,528,0.8788744649150031,0.7932583113682752,0.032196969696969696,17,6,11
94,gru,tcn,528,0.8119529863975189,0.4602539511832762,0.026515151515151516,14,14,0
94,gru,tcn_gru,528,0.7918306394040934,0.4642021181022843,0.03598484848484849,19,10,9
94,lstm,tcn,528,0.7586608452725095,0.6338872886797259,0.03977272727272727,21,20,1
94,lstm,tcn_gru,528,0.8484701711801977,0.6481328912386403,0.026515151515151516,14,10,4
94,tcn,tcn_gru,528,0.8150437891454889,0.5744339928122656,0.032196969696969696,17,2,15
95,gru,lstm,280,0.9302628047933628,0.8608081735736425,0.05714285714285714,16,10,6
95,gru,tcn,280,0.8201486726895587,0.819259174224161,0.11428571428571428,32,18,14
95,gru,tcn_gru,280,0.582011112186068,0.5860772641050451,0.2,56,42,14
95,lstm,tcn,280,0.8065046355119038,0.8302912026939119,0.10714285714285714,30,15,15
95,lstm,tcn_gru,280,0.6225967713574645,0.7333972918750785,0.18571428571428572,52,38,14
95,tcn,tcn_gru,280,0.600782285703156,0.7201037549677202,0.2,56,40,16
96,gru,lstm,705,0.9150252551627757,0.7938824307812012,0.005673758865248227,4,3,1
96,gru,tcn,705,0.8580575292536045,0.6293894622495221,0.00425531914893617,3,3,0
96,gru,tcn_gru,705,0.8481262309845118,0.32786460759119135,0.00851063829787234,6,3,3
96,lstm,tcn,705,0.933298869788866,0.6500784927205879,0.0014184397163120568,1,1,0
96,lstm,tcn_gru,705,0.9236091935518264,0.40385213642664974,0.0028368794326241137,2,0,2
96,tcn,tcn_gru,705,0.9081126401876471,0.4441116418540173,0.00425531914893617,3,0,3
97,gru,lstm,570,0.8019626919515523,0.7375444773849558,0.03684210526315789,21,16,5
97,gru,tcn,570,0.7559723782344041,0.7280637010918859,0.031578947368421054,18,18,0
97,gru,tcn_gru,570,0.7588561773483647,0.5807246980883615,0.03333333333333333,19,17,2
97,lstm,tcn,570,0.8718350878810386,0.6320098829093609,0.015789473684210527,9,8,1
97,lstm,tcn_gru,570,0.8666581763544661,0.6364121578835594,0.017543859649122806,10,7,3
97,tcn,tcn_gru,570,0.9115512067835437,0.6294363219922111,0.008771929824561403,5,1,4
98,gru,lstm,640,0.8539524515618888,0.8674781463089511,0.065625,42,27,15
98,gru,tcn,640,0.7540849161672681,0.7287743622420955,0.053125,34,24,10
98,gru,tcn_gru,640,0.7550078809944918,0.6183543538924657,0.05,32,24,8
98,lstm,tcn,640,0.7802291397091239,0.705513593783188,0.065625,42,22,20
98,lstm,tcn_gru,640,0.7840136604597876,0.6704705547376826,0.059375,38,21,17
98,tcn,tcn_gru,640,0.8545833707366071,0.7428590523902648,0.03125,20,11,9
99,gru,lstm,500,0.8635526911316102,0.8212364369457477,0.08,40,10,30
99,gru,tcn,500,0.6842970624166635,0.7470811323245292,0.086,43,24,19
99,gru,tcn_gru,500,0.698151882079489,0.7243684974739898,0.078,39,28,11
99,lstm,tcn,500,0.6619641442404113,0.745126660506642,0.126,63,44,19
99,lstm,tcn_gru,500,0.6038695123616233,0.7126557786231145,0.13,65,51,14
99,tcn,tcn_gru,500,0.7275728058719865,0.791937215748863,0.064,32,22,10
100,gru,lstm,590,0.6755598770127563,0.679269442196967,0.04745762711864407,28,17,11
100,gru,tcn,590,0.5364671783794236,0.6396273590782984,0.06610169491525424,39,18,21
100,gru,tcn_gru,590,0.51309386499359,0.6163345699287476,0.08305084745762711,49,17,32
100,lstm,tcn,590,0.7832754063788904,0.7482924714433227,0.03559322033898305,21,6,15
100,lstm,tcn_gru,590,0.6560193354568512,0.6953660319017954,0.06271186440677966,37,8,29
100,tcn,tcn_gru,590,0.6357057011529393,0.818281619767141,0.06440677966101695,38,13,25
101,gru,lstm,658,0.9127034954248048,0.861677485083514,0.025835866261398176,17,10,7
101,gru,tcn,658,0.7849803106327811,0.6602726331367582,0.034954407294832825,23,18,5
101,gru,tcn_gru,658,0.8017750030225581,0.6785578601601306,0.0364741641337386,24,18,6
101,lstm,tcn,658,0.7817070832405778,0.6819251710901918,0.0364741641337386,24,17,7
101,lstm,tcn_gru,658,0.8219408299427121,0.7237544406272589,0.031914893617021274,21,15,6
101,tcn,tcn_gru,658,0.8852814692079191,0.7556569323503759,0.019756838905775075,13,6,7
102,gru,lstm,710,0.8971287479298855,0.8403671042819137,0.054929577464788736,39,11,28
102,gru,tcn,710,0.8086659924914036,0.5865902598106357,0.04788732394366197,34,18,16
102,gru,tcn_gru,710,0.7998333954077541,0.6674915046449209,0.05211267605633803,37,22,15
102,lstm,tcn,710,0.753066993731048,0.6155586809197354,0.06056338028169014,43,31,12
102,lstm,tcn_gru,710,0.7757568581711457,0.6838065426953776,0.059154929577464786,42,33,9
102,tcn,tcn_gru,710,0.8043218846539976,0.7012724613198463,0.04084507042253521,29,17,12
103,gru,lstm,559,0.8840718036725742,0.9015071075461172,0.09838998211091235,55,25,30
103,gru,tcn,559,0.723032661420171,0.8535912824359936,0.1037567084078712,58,28,30
103,gru,tcn_gru,559,0.7362275797889862,0.7924115644295688,0.12701252236135957,71,32,39
103,lstm,tcn,559,0.766772867941838,0.8423502166750478,0.09123434704830054,51,27,24
103,lstm,tcn_gru,559,0.7518473278566062,0.8031259875408411,0.11091234347048301,62,30,32
103,tcn,tcn_gru,559,0.7605213804286551,0.8217631330909649,0.08050089445438283,45,20,25
104,gru,lstm,580,0.8661031820541547,0.8618895603342952,0.05172413793103448,30,6,24
104,gru,tcn,580,0.7525066399339773,0.7441498196261399,0.022413793103448276,13,12,1
104,gru,tcn_gru,580,0.7110967501252636,0.5015585248674834,0.02413793103448276,14,11,3
104,lstm,tcn,580,0.6714231890987965,0.7959145189963767,0.05344827586206897,31,30,1
104,lstm,tcn_gru,580,0.6603373988519492,0.6620256671803219,0.05517241379310345,32,29,3
104,tcn,tcn_gru,580,0.8072127470529566,0.6510895159288984,0.01206896551724138,7,2,5
105,gru,lstm,347,0.8767362615352269,0.825826196694926,0.069164265129683,24,12,12
105,gru,tcn,347,0.7184794535532253,0.6491746505684707,0.07780979827089338,27,12,15
105,gru,tcn_gru,347,0.7897350389454116,0.6822495159110322,0.05475504322766571,19,11,8
105,lstm,tcn,347,0.7443806003353401,0.5996485149339508,0.07780979827089338,27,12,15
105,lstm,tcn_gru,347,0.7933473560098575,0.7501965938288205,0.06051873198847262,21,12,9
105,tcn,tcn_gru,347,0.8627547972079177,0.6378224698848124,0.040345821325648415,14,10,4
106,gru,lstm,709,0.9414081612299231,0.7086925896657947,0.018335684062059238,13,7,6
106,gru,tcn,709,0.8450795876666419,0.3734107833633726,0.02538787023977433,18,12,6
106,gru,tcn_gru,709,0.8919434491055205,0.36275987785862696,0.022566995768688293,16,8,8
106,lstm,tcn,709,0.807672516103599,0.5205862556948634,0.029619181946403384,21,13,8
106,lstm,tcn_gru,709,0.865582798549764,0.5830642817965381,0.023977433004231313,17,8,9
106,tcn,tcn_gru,709,0.8677836110852206,0.6374806944509447,0.019746121297602257,14,4,10
107,gru,lstm,509,0.854037573307013,0.7972622484942186,0.03732809430255403,19,6,13
107,gru,tcn,509,0.7842290875848636,0.6489631287132678,0.04911591355599214,25,6,19
107,gru,tcn_gru,509,0.7021191055208559,0.567425980339075,0.01768172888015717,9,5,4
107,lstm,tcn,509,0.8361652623179952,0.7186713269531937,0.019646365422396856,10,2,8
107,lstm,tcn_gru,509,0.7027092559421364,0.7227906938652201,0.03536345776031434,18,13,5
107,tcn,tcn_gru,509,0.7510268450634134,0.7600095911390251,0.043222003929273084,22,18,4
108,gru,lstm,570,0.918142860589449,0.7898648017092277,0.014035087719298246,8,7,1
108,gru,tcn,570,0.8584839001068079,0.7131042991336094,0.01929824561403509,11,8,3
108,gru,tcn_gru,570,0.8394312394519513,0.4561286333356067,0.02982456140350877,17,6,11
108,lstm,tcn,570,0.9151407371531812,0.7736542902968551,0.012280701754385965,7,3,4
108,lstm,tcn_gru,570,0.9012045678357282,0.6783700716060588,0.02631578947368421,15,2,13
108,tcn,tcn_gru,570,0.8601718274553805,0.6981544872001519,0.028070175438596492,16,3,13
109,gru,lstm,439,0.7124325860630013,0.8512447626639281,0.0387243735763098,17,14,3
109,gru,tcn,439,0.6476967068614218,0.6744745643472513,0.0683371298405467,30,12,18
109,gru,tcn_gru,439,0.714767413082548,0.6417198319513668,0.04783599088838269,21,10,11
