race_id,driver_id,lapno,race_progress,position,fcy_status,pit_stops_so_far,tyre_change_pursuer,track_category,y_pit,current_compound,lap_time,interval,tyre_age,close_ahead,race_track,rained_yet,is_raining,minutes_rain,fulfilled_second_compound
1,6,27,0.46551724137931033,7,0,1,False,3,0,MEDIUM,95.971,1.075,15,0,Melbourne,,,,0
1,6,28,0.4827586206896552,7,0,1,False,3,0,MEDIUM,96.086,1.253,16,0,Melbourne,,,,0
1,6,29,0.5,7,0,1,False,3,0,MEDIUM,96.011,1.25,17,0,Melbourne,,,,0
1,6,30,0.5172413793103449,7,0,1,False,3,0,MEDIUM,95.899,1.278,18,0,Melbourne,,,,0
1,6,31,0.5344827586206896,7,0,1,False,3,0,MEDIUM,95.73,1.1,19,1,Melbourne,,,,0
1,6,32,0.5517241379310345,6,0,1,False,3,0,MEDIUM,95.943,2.278,20,1,Melbourne,,,,0
1,6,33,0.5689655172413793,9,0,1,True,3,1,MEDIUM,115.005,2.456,21,1,Melbourne,,,,0
1,6,34,0.5862068965517241,10,0,2,False,3,0,HARD,100.416,3.428,1,1,Melbourne,,,,1
1,6,35,0.603448275862069,10,0,2,False,3,0,HARD,93.864,3.169,2,0,Melbourne,,,,1
1,6,36,0.6206896551724138,7,0,2,False,3,0,HARD,94.162,1.418,3,0,Melbourne,,,,1
1,6,37,0.6379310344827587,7,0,2,True,3,0,HARD,94.642,1.054,4,1,Melbourne,,,,1
1,6,38,0.6551724137931034,7,0,2,False,3,0,HARD,95.097,1.226,5,0,Melbourne,,,,1
1,6,39,0.6724137931034483,7,0,2,False,3,0,HARD,94.957,1.254,6,0,Melbourne,,,,1
1,6,40,0.6896551724137931,7,0,2,False,3,0,HARD,95.015,1.608,7,0,Melbourne,,,,1
1,6,41,0.7068965517241379,7,0,2,False,3,0,HARD,94.791,1.542,8,0,Melbourne,,,,1
1,6,42,0.7241379310344828,7,0,2,False,3,0,HARD,95.009,1.582,9,0,Melbourne,,,,1
1,6,43,0.7413793103448276,7,0,2,False,3,0,HARD,94.238,1.23,10,1,Melbourne,,,,1
1,6,44,0.7586206896551724,7,0,2,False,3,0,HARD,94.379,1.313,11,1,Melbourne,,,,1
1,6,45,0.7758620689655172,7,0,2,False,3,0,HARD,94.352,1.335,12,1,Melbourne,,,,1
1,6,46,0.7931034482758621,8,0,2,False,3,0,HARD,95.11,0.109,13,1,Melbourne,,,,1
1,6,47,0.8103448275862069,8,0,2,False,3,0,HARD,95.825,1.356,14,0,Melbourne,,,,1
1,6,48,0.8275862068965517,8,0,2,False,3,0,HARD,94.739,2.395,15,1,Melbourne,,,,1
1,6,49,0.8448275862068966,8,0,2,False,3,0,HARD,95.04,3.953,16,1,Melbourne,,,,1
1,6,50,0.8620689655172413,8,0,2,False,3,0,HARD,94.858,4.258,17,1,Melbourne,,,,1
1,6,51,0.8793103448275862,8,0,2,False,3,0,HARD,94.757,5.387,18,1,Melbourne,,,,1
1,6,52,0.896551724137931,8,0,2,False,3,0,HARD,94.381,4.098,19,1,Melbourne,,,,1
1,6,53,0.9137931034482759,9,0,2,False,3,0,HARD,96.361,0.707,20,1,Melbourne,,,,1
1,6,54,0.9310344827586207,9,0,2,False,3,0,HARD,94.676,1.461,21,1,Melbourne,,,,1
1,6,55,0.9482758620689655,9,0,2,False,3,0,HARD,94.481,2.196,22,1,Melbourne,,,,1
1,6,56,0.9655172413793104,9,0,2,False,3,0,HARD,94.366,2.871,23,1,Melbourne,,,,1
1,6,57,0.9827586206896551,9,0,2,False,3,0,HARD,94.931,2.766,24,0,Melbourne,,,,1
1,7,0,0.0,7,0,2,False,3,0,MEDIUM,,,2,0,Melbourne,,,,0
1,7,1,0.017241379310344827,5,0,0,False,3,0,MEDIUM,106.986,0.858,3,1,Melbourne,,,,0
1,7,2,0.034482758620689655,4,0,0,False,3,0,MEDIUM,98.359,2.508,4,1,Melbourne,,,,0
1,7,3,0.05172413793103448,4,0,0,False,3,0,MEDIUM,96.856,1.447,5,0,Melbourne,,,,0
1,7,4,0.06896551724137931,4,0,0,False,3,0,MEDIUM,96.878,1.529,6,0,Melbourne,,,,0
1,7,5,0.08620689655172414,4,0,0,False,3,0,MEDIUM,96.352,1.115,7,1,Melbourne,,,,0
1,7,6,0.10344827586206896,4,0,0,False,3,0,MEDIUM,96.063,1.321,8,1,Melbourne,,,,0
1,7,7,0.1206896551724138,4,0,0,False,3,0,MEDIUM,96.618,2.493,9,1,Melbourne,,,,0
1,7,8,0.13793103448275862,4,0,0,False,3,0,MEDIUM,96.306,3.047,10,1,Melbourne,,,,0
1,7,9,0.15517241379310345,4,0,0,False,3,0,MEDIUM,96.651,3.958,11,1,Melbourne,,,,0
1,7,10,0.1724137931034483,4,0,0,False,3,0,MEDIUM,96.728,5.131,12,1,Melbourne,,,,0
