number,value,datetime_start,datetime_complete,duration,params_colsample_bynode,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
228,1.4499432724977983,2026-02-26 10:32:29.409956,2026-02-26 10:32:29.991673,0 days 00:00:00.581717,0.7029145729893125,0.4007522015896178,0.14780931754577722,0.20443465110245287,6,9,10,4249,0.0014752841727259912,1.9003983708433487,0.7896009469350028,COMPLETE
229,1.2598549777361652,2026-02-26 10:32:30.022101,2026-02-26 10:32:30.359851,0 days 00:00:00.337750,0.6803922797653439,0.4306871336307218,2.551465759068563,0.22001269313664562,6,9,5,2963,0.16257501084921225,0.17484098423053376,0.6441383635435142,PRUNED
230,1.2867098102413341,2026-02-26 10:32:30.386716,2026-02-26 10:32:30.907204,0 days 00:00:00.520488,0.6950136459995052,0.8667998543152112,0.002263827465459518,0.23352281688639664,4,6,9,3480,0.0019651617688977306,2.2404101699854455,0.6540819856482614,PRUNED
231,1.3226723998299375,2026-02-26 10:32:30.943748,2026-02-26 10:32:31.430904,0 days 00:00:00.487156,0.6476743614044218,0.4574247286135933,0.00396473480032834,0.24929433775559706,5,9,11,2075,0.002820835898857997,3.1488272907346504,0.8115776772088106,PRUNED
232,1.2547169732903127,2026-02-26 10:32:31.464655,2026-02-26 10:32:31.938097,0 days 00:00:00.473442,0.5549178085140688,0.4426395850209941,0.005349092579712821,0.24080169843470794,5,9,11,2165,0.0028485323998602326,2.600222779914489,0.8050986475194649,PRUNED
233,1.2587244205650903,2026-02-26 10:32:31.975477,2026-02-26 10:32:32.505541,0 days 00:00:00.530064,0.7593661978727418,0.43571109140291314,0.0029468375965441265,0.24000966663355608,5,9,11,2312,0.001247492123607825,1.722424085791252,0.8166378345037608,PRUNED
234,1.4422320628387906,2026-02-26 10:32:32.534350,2026-02-26 10:32:33.097648,0 days 00:00:00.563298,0.7369571678737205,0.42003453066715934,0.0035381486389555973,0.22842606683395375,5,9,11,1992,0.003686646561133743,3.927025915605075,0.6638906740800148,COMPLETE
235,1.440067344265364,2026-02-26 10:32:33.128809,2026-02-26 10:32:33.608845,0 days 00:00:00.480036,0.5682253111310235,0.45163184549710134,0.004643258625954322,0.2491524344934074,5,4,11,2151,0.0024085430693277948,2.8638383160814596,0.7875308307676303,COMPLETE
236,1.2289501786667845,2026-02-26 10:32:33.646082,2026-02-26 10:32:34.031839,0 days 00:00:00.385757,0.5750110120468617,0.47662389117788356,0.005773743347665721,0.21466612084618408,5,4,12,3076,0.0021378550934041687,2.118687798867803,0.7762322366133623,PRUNED
237,1.250890627850634,2026-02-26 10:32:34.059745,2026-02-26 10:32:34.419658,0 days 00:00:00.359913,0.5641400732217414,0.44936362070010666,0.0016464668329083977,0.22776958832510596,5,4,11,5214,0.0016035816270789257,3.128189520369276,0.7884877717832053,PRUNED
238,1.3035683876932163,2026-02-26 10:32:34.447453,2026-02-26 10:32:34.921821,0 days 00:00:00.474368,0.6320219754481144,0.6421734569308651,0.006733977342077577,0.053335309425121054,5,4,2,3181,0.002330060750520306,1.1769943931664117,0.7661658264093463,PRUNED
239,1.2949071880675527,2026-02-26 10:32:34.950099,2026-02-26 10:32:35.302579,0 days 00:00:00.352480,0.5822867898706984,0.599228514806613,0.0026656196439854,0.23850785374034406,5,4,10,1762,0.42968739372564707,1.5068869288613722,0.8382802229856707,PRUNED
240,1.2743373646046114,2026-02-26 10:32:35.329305,2026-02-26 10:32:35.745396,0 days 00:00:00.416091,0.57126379571226,0.817408848477053,0.0034673915411444316,0.2068788606603552,10,4,9,2986,0.0010027502259854538,2.4503317183761375,0.6374879616486698,PRUNED
241,1.2603026808034539,2026-02-26 10:32:35.772267,2026-02-26 10:32:36.384833,0 days 00:00:00.612566,0.9663289439563298,0.5710046141880458,0.004642625931621493,0.23989021353528667,5,9,11,2258,0.0027002706921753785,2.776270342164144,0.7901285969081208,PRUNED
242,1.4299364698513757,2026-02-26 10:32:36.414483,2026-02-26 10:32:37.039583,0 days 00:00:00.625100,0.7693011432921125,0.4545049312664423,0.0043368384932817305,0.24671216724001252,5,9,11,2137,0.003246698969637518,3.6540798861399226,0.8225821403839786,COMPLETE
243,1.4385010811199672,2026-02-26 10:32:37.082021,2026-02-26 10:32:37.645793,0 days 00:00:00.563772,0.5525446092628838,0.46325431523563837,0.0052073084559705225,0.22603850528364264,5,9,11,2072,0.11336385472679776,3.3444242173945495,0.820556501190744,COMPLETE
244,1.4410993879833944,2026-02-26 10:32:37.678178,2026-02-26 10:32:38.253183,0 days 00:00:00.575005,0.5540876172959777,0.46451899800434343,0.005392948213170452,0.21995372122465628,6,9,11,1907,0.2821432390637985,4.272484468822321,0.8158936253360758,COMPLETE
245,1.2525277409097961,2026-02-26 10:32:38.283697,2026-02-26 10:32:38.787267,0 days 00:00:00.503570,0.7503363656694253,0.4842585654732323,0.007651309755669749,0.22902925811564037,5,9,11,2073,4.897092730537808,4.930812567247208,0.8193203038322363,PRUNED
246,1.458562714374886,2026-02-26 10:32:38.821104,2026-02-26 10:32:39.407641,0 days 00:00:00.586537,0.5439870898257345,0.45744905607579983,0.003921299636023074,0.1766233529198602,5,9,10,1029,0.03517680699558639,3.493728197694787,0.8214369457463834,COMPLETE
247,1.246160397987137,2026-02-26 10:32:39.437752,2026-02-26 10:32:40.117763,0 days 00:00:00.680011,0.7205304812407001,0.759402152962366,4.271315565715282,0.020149241443013784,7,9,12,1972,0.06286020338640401,5.89221701158699,0.834250568723677,PRUNED
248,1.2472058602717773,2026-02-26 10:32:40.155525,2026-02-26 10:32:40.810441,0 days 00:00:00.654916,0.9964729803759389,0.6261711317262002,0.04634505837944111,0.22048066407501402,4,9,11,5474,0.20585784810804075,3.7968326687668434,0.842607100934342,PRUNED
249,1.435431521495755,2026-02-26 10:32:40.836710,2026-02-26 10:32:41.392522,0 days 00:00:00.555812,0.771509655578558,0.4001892689912283,0.0019693715438555883,0.23324214893375275,5,9,11,3353,0.11975329389986845,1.9240363807058158,0.8276350166075325,COMPLETE
250,1.2549241164584466,2026-02-26 10:32:41.578124,2026-02-26 10:32:42.027147,0 days 00:00:00.449023,0.5165482968453156,0.40146103483961987,0.0031907734705767512,0.20619727939145058,5,8,11,3689,0.11254485809331985,0.23321071303186033,0.8237326571841155,PRUNED
251,1.4606582725471227,2026-02-26 10:32:42.063573,2026-02-26 10:32:42.666853,0 days 00:00:00.603280,0.7689289041930122,0.4118435088321868,0.002203557931560226,0.19043512953196412,6,9,11,879,0.13357120428025535,1.8123930136749442,0.8279981967728334,COMPLETE
252,1.2535320013943778,2026-02-26 10:32:42.707061,2026-02-26 10:32:43.191282,0 days 00:00:00.484221,0.7811886363930414,0.41289225268206386,0.005969186564823954,0.23135039639237095,5,9,12,1343,0.1021080628400659,0.6153891898640858,0.8265956415928509,PRUNED
253,1.286708549416322,2026-02-26 10:32:43.229681,2026-02-26 10:32:43.672778,0 days 00:00:00.443097,0.5528050908964164,0.4294787263390565,0.002602001458247053,0.21967477635261612,9,9,11,2064,0.0013343245758452409,2.000041803972734,0.8372756112039109,PRUNED
254,1.2924638170310385,2026-02-26 10:32:43.701508,2026-02-26 10:32:44.200128,0 days 00:00:00.498620,0.8608587217375887,0.4024269833211005,0.01093866225518063,0.23582485802739395,5,8,11,2350,0.09061139244450284,1.4103461951473206,0.8114817445370366,PRUNED
255,1.2561362813965398,2026-02-26 10:32:44.238611,2026-02-26 10:32:44.721256,0 days 00:00:00.482645,0.7656613443500632,0.4202021922886896,0.21004593847188516,0.20981029156117625,2,9,12,2650,0.07949186993954944,3.4718153516567254,0.7503211337629218,PRUNED
256,1.2586391118674372,2026-02-26 10:32:44.761893,2026-02-26 10:32:45.358104,0 days 00:00:00.596211,0.6100871384647858,0.6185755608486098,0.004157982963946859,0.22730289424033673,6,9,7,4513,0.15523569442830526,2.2200329256770117,0.8320449216995942,PRUNED
257,1.2530245482427311,2026-02-26 10:32:45.392441,2026-02-26 10:32:45.824822,0 days 00:00:00.432381,0.7556186786041248,0.4366056908025744,0.016122177996744924,0.199977942253521,4,7,11,3344,0.005509536132146167,0.9391077161011435,0.6474087684666885,PRUNED
258,1.4258820565850527,2026-02-26 10:32:45.852773,2026-02-26 10:32:46.458617,0 days 00:00:00.605844,0.8025123973409357,0.46880085498471047,0.0019435651337918064,0.24926559994794562,5,9,11,5730,0.0036621263753248067,4.347918426481292,0.8061813782483757,COMPLETE
259,1.300871198417216,2026-02-26 10:32:46.513116,2026-02-26 10:32:47.058451,0 days 00:00:00.545335,0.7846965223432041,0.4734410319228944,0.0017338431126200035,0.21321353669478604,6,9,6,5734,1.3311025555064913,4.607847369426553,0.8200853693890476,PRUNED
260,1.2338921128367601,2026-02-26 10:32:47.085899,2026-02-26 10:32:47.720453,0 days 00:00:00.634554,0.8273032397550417,0.49726344886208373,0.0020376924003919525,0.2370795416098059,1,8,3,5638,0.0039673016839398435,5.943030419200305,0.8491926796201369,PRUNED
261,1.264892849823693,2026-02-26 10:32:47.756570,2026-02-26 10:32:48.199892,0 days 00:00:00.443322,0.7710536286742652,0.5069919374984068,0.002333457954884037,0.22270739161108713,5,6,12,5562,0.004639982794175915,4.213766055184179,0.8101439704549944,PRUNED
262,1.2635333024356825,2026-02-26 10:32:48.225318,2026-02-26 10:32:48.728524,0 days 00:00:00.503206,0.7980442934027304,0.4619931761893802,0.0014096393871036712,0.1938894888509295,5,9,11,5333,0.003287384837412191,3.198712924080178,0.7369352221468382,PRUNED
263,1.2743444658399747,2026-02-26 10:32:48.761649,2026-02-26 10:32:49.105980,0 days 00:00:00.344331,0.5364881704880704,0.4817521148042384,1.2009893564130014,0.24921630837925554,5,9,8,2881,0.12178776986874446,3.727027179566182,0.6196577873918795,PRUNED
264,1.291882923220078,2026-02-26 10:32:49.133865,2026-02-26 10:32:49.772202,0 days 00:00:00.638337,0.7750283434370736,0.7762641462744264,0.0028374389486604287,0.22934343822080244,8,9,11,5110,0.0018843881613317315,5.023160724638369,0.8021369697495042,PRUNED
265,1.2329621799491899,2026-02-26 10:32:49.798686,2026-02-26 10:32:50.272974,0 days 00:00:00.474288,0.6932757404919017,0.4480222982088943,0.001898439913286143,0.2374138116387348,4,9,11,3853,0.001493648483344385,0.07586545872425805,0.6556768835988125,PRUNED
266,1.2821053542174066,2026-02-26 10:32:50.299930,2026-02-26 10:32:51.405650,0 days 00:00:01.105720,0.6750931017373866,0.7350865518757844,0.003459462213746121,0.026025388053072984,5,8,5,5799,0.0011716772817017495,2.4288997856087833,0.6300308439686123,PRUNED
267,1.2302151384930937,2026-02-26 10:32:51.431787,2026-02-26 10:32:51.984426,0 days 00:00:00.552639,0.563620790335684,0.7889294351369619,0.0024154554125490287,0.21261398257732672,6,9,11,4764,0.22911732879631025,0.19814685340973212,0.8263410445933879,PRUNED
268,1.3016812933836739,2026-02-26 10:32:52.017792,2026-02-26 10:32:52.691737,0 days 00:00:00.673945,0.5923035491638512,0.46220742232165635,0.0030998251099161895,0.20091249069048323,5,9,1,1845,0.0040391684315921345,0.49448676614843495,0.8694914657519985,PRUNED
269,1.273481280213903,2026-02-26 10:32:52.718420,2026-02-26 10:32:53.135097,0 days 00:00:00.416677,0.6579742083991524,0.4505958648856835,0.003846640038010602,0.17950986254874998,5,5,12,4943,0.006758600426089298,0.10878644927298627,0.6395007045380416,PRUNED
270,1.2390935332056479,2026-02-26 10:32:53.178915,2026-02-26 10:32:53.801830,0 days 00:00:00.622915,0.7599924543865327,0.6404827183471046,0.0019233292362034727,0.22096443502602509,7,10,9,1572,1.7046113513017163,1.5797425190687282,0.8077329040743652,PRUNED
271,1.2761726849432238,2026-02-26 10:32:53.828432,2026-02-26 10:32:54.234173,0 days 00:00:00.405741,0.8083776451400398,0.9184108061515089,0.09830416801445016,0.24968131142223213,4,3,10,5863,0.1705145893363325,0.2689274624080217,0.645147242822823,PRUNED
272,1.2309985461497825,2026-02-26 10:32:54.261805,2026-02-26 10:32:54.781756,0 days 00:00:00.519951,0.7058154173714067,0.5193253202096396,0.0015604334612547204,0.23487408347116118,5,8,11,2790,0.015318818353430711,0.40114699007068927,0.8423615286478658,PRUNED
273,1.2940572332689224,2026-02-26 10:32:54.823386,2026-02-26 10:32:55.500795,0 days 00:00:00.677409,0.6853542807877628,0.6655130009243225,0.03316458755273998,0.1871104365653944,6,9,4,4390,0.0017103793735040518,1.1671003409603995,0.6518960433807058,PRUNED
274,1.4197549538116359,2026-02-26 10:32:55.526791,2026-02-26 10:32:56.084835,0 days 00:00:00.558044,0.5436403181786154,0.6068654975845256,0.02227156248724637,0.21386950002725677,10,7,12,3208,0.0032797070650880033,0.12942093200711124,0.8193439609696137,COMPLETE
275,1.2685818180649808,2026-02-26 10:32:56.117240,2026-02-26 10:32:56.610253,0 days 00:00:00.493013,0.5310963845613385,0.614665128624373,0.026408433557952218,0.21463805521736684,10,7,8,3262,0.003483067500078809,0.1379210123057427,0.8120207633453657,PRUNED
276,1.2510240664747652,2026-02-26 10:32:56.650176,2026-02-26 10:32:57.307499,0 days 00:00:00.657323,0.5457422034501607,0.6297400529140165,0.02157802972282097,0.04229660689479409,10,6,11,3348,0.0033577035344419253,0.09675709723968087,0.8204271501956361,PRUNED
277,1.2278901806445952,2026-02-26 10:32:57.333422,2026-02-26 10:32:57.774683,0 days 00:00:00.441261,0.560812482319772,0.5836739766371972,0.03654477152632825,0.20221289969638567,3,7,12,3219,0.001374320134080431,0.15235275467356535,0.8286864514119241,PRUNED
278,1.2683429922764091,2026-02-26 10:32:57.801372,2026-02-26 10:32:58.269631,0 days 00:00:00.468259,0.5512344533866883,0.6026816465293223,0.0011693232961146674,0.23785913354837396,10,8,11,3062,0.0018799935274314036,0.13031793393390398,0.8353681234535599,PRUNED
279,1.2902567910526186,2026-02-26 10:32:58.307200,2026-02-26 10:32:58.874497,0 days 00:00:00.567297,0.5803027321855775,0.8088488344776735,0.020481542049351587,0.2099490219020666,10,7,6,3440,0.00483156875041796,2.8785373297915267,0.8199392073824351,PRUNED
280,1.2415138220824005,2026-02-26 10:32:58.901898,2026-02-26 10:32:59.358872,0 days 00:00:00.456974,0.5436747761915146,0.47280859951700854,0.0049689738246263375,0.2271057448456107,10,7,9,3123,0.007979051275853794,0.16343286574844665,0.6242245708390561,PRUNED
281,1.2581935803696254,2026-02-26 10:32:59.396109,2026-02-26 10:32:59.921513,0 days 00:00:00.525404,0.9100633407438377,0.4895959223377345,0.05605065663438238,0.24038286944785495,5,8,10,2477,0.9185998682175036,0.11678509009551523,0.8592826393029094,PRUNED
282,1.2926459817889533,2026-02-26 10:32:59.948479,2026-02-26 10:33:00.450678,0 days 00:00:00.502199,0.574701953738513,0.6041885252435526,0.04591597842859122,0.22170089131476872,9,7,8,2948,0.06270830109192124,0.19329373651040582,0.8156926543895894,PRUNED
283,1.2685773882693652,2026-02-26 10:33:00.481178,2026-02-26 10:33:01.254932,0 days 00:00:00.773754,0.8782023335250789,0.8355794563026763,0.02859189995240913,0.24986309662808273,5,9,11,3953,0.0030434188668695974,4.179421549808616,0.8009135173905658,PRUNED
284,1.2344011220729778,2026-02-26 10:33:01.284070,2026-02-26 10:33:01.814935,0 days 00:00:00.530865,0.5562810286843397,0.6183219025252769,0.00527196135628134,0.1929412719495868,5,6,3,5441,0.0011729788765030293,7.503566652180729,0.6343260680113408,PRUNED
285,1.2705463875657703,2026-02-26 10:33:01.856379,2026-02-26 10:33:02.377027,0 days 00:00:00.520648,0.6180704299526424,0.6313756380523814,0.01876081307655748,0.23110652984969854,5,9,11,3578,0.002188501003182459,3.350270042605317,0.809764311789245,PRUNED
286,1.4123406114833288,2026-02-26 10:33:02.406537,2026-02-26 10:33:03.036233,0 days 00:00:00.629696,0.5666866678384248,0.7109122190923006,0.9017423050347046,0.21119447388741192,5,8,12,4616,0.0015764236012598626,0.08432165960520666,0.9077899157420415,COMPLETE
287,1.2378053119264723,2026-02-26 10:33:03.074648,2026-02-26 10:33:03.476516,0 days 00:00:00.401868,0.6634986152365413,0.7008061501158701,1.3957309420101252,0.1835791731608292,5,8,12,4614,0.0015732794098230025,0.06488739621291066,0.894337165705606,PRUNED
288,1.2571110904112652,2026-02-26 10:33:03.509915,2026-02-26 10:33:03.870750,0 days 00:00:00.360835,0.5861058257546613,0.715658940127946,2.1991605836160644,0.20283011054598582,0,8,12,4634,0.0013240905199093796,0.074557506263074,0.8762033743534954,PRUNED
289,1.225718446390613,2026-02-26 10:33:03.900202,2026-02-26 10:33:04.353023,0 days 00:00:00.452821,0.5726248889985142,0.7361685868489886,0.9002311856000286,0.17200011136871468,2,8,12,4760,0.0010021167485696212,0.11357087289194448,0.6136430573226729,PRUNED
290,1.2472244441342537,2026-02-26 10:33:04.381198,2026-02-26 10:33:05.010013,0 days 00:00:00.628815,0.7129176142580823,0.5937336311161312,0.5254196836035202,0.07509295802039229,10,8,12,4505,0.00167453243495179,0.08890997989206777,0.9741872089076016,PRUNED
291,1.253011555524314,2026-02-26 10:33:05.044449,2026-02-26 10:33:05.644719,0 days 00:00:00.600270,0.6041829654030954,0.7590307025799238,0.00221996130479532,0.21079825977458733,3,8,10,4338,0.0020947556965390172,0.009852221279684317,0.9249897992489043,PRUNED
292,1.2957288279025916,2026-02-26 10:33:05.672962,2026-02-26 10:33:06.039947,0 days 00:00:00.366985,0.5667008841158966,0.6468686054612135,2.9693925204689378,0.19684528672016902,4,7,5,3146,0.004026701414799303,1.3371535771819583,0.8429578966445654,PRUNED
293,1.2524065680891916,2026-02-26 10:33:06.067113,2026-02-26 10:33:06.459577,0 days 00:00:00.392464,0.6885134101936636,0.670984481014226,0.41917494152257356,0.21637348274550164,5,4,12,5698,9.924739309879971,0.09354382456087382,0.8644326688502718,PRUNED
294,1.2856719278538151,2026-02-26 10:33:06.486181,2026-02-26 10:33:06.858464,0 days 00:00:00.372283,0.743782752424032,0.7233173669282635,1.664241218697843,0.23831683604516776,4,5,2,5252,0.050600903690320206,1.6748312016299012,0.8889049755099728,PRUNED
295,1.2423012283941965,2026-02-26 10:33:06.885039,2026-02-26 10:33:07.250377,0 days 00:00:00.365338,0.7007506098734424,0.6899797168507837,3.498277232567143,0.23813553345997213,5,8,12,2999,0.001465804098099805,0.8943506131489889,0.6399544082847215,PRUNED
296,1.281259667924601,2026-02-26 10:33:07.276240,2026-02-26 10:33:07.582441,0 days 00:00:00.306201,0.5646724675354517,0.5775700494972713,4.822072287667393,0.21991880942744685,5,8,7,3240,0.0024805856285503775,0.12981950854598734,0.6637749022820109,PRUNED
297,1.2630216252491242,2026-02-26 10:33:07.610031,2026-02-26 10:33:08.087052,0 days 00:00:00.477021,0.6735593484576753,0.7453304314751179,0.7690623814565964,0.20492890386455728,5,9,9,5013,3.8608974074168065,0.31128224497125506,0.6252060519068502,PRUNED
298,1.252135617068362,2026-02-26 10:33:08.114568,2026-02-26 10:33:08.456688,0 days 00:00:00.342120,0.6405845571103684,0.4208013055054485,0.0026241333580574525,0.24988404537223016,9,4,10,1678,0.0031930343999050635,1.1245105558962332,0.6455920449774866,PRUNED
299,1.2828736590489287,2026-02-26 10:33:08.484954,2026-02-26 10:33:08.879143,0 days 00:00:00.394189,0.781170348895752,0.7690830849839753,0.0013699573059279748,0.2304763363954553,5,3,12,3099,0.0017648438884120372,0.050065589942063005,0.9440865172788108,PRUNED
300,1.258474364901412,2026-02-26 10:33:08.919295,2026-02-26 10:33:09.512506,0 days 00:00:00.593211,0.5326082161837016,0.659095512432212,0.0018865447236321334,0.18841957370491202,5,10,10,4896,0.00569163775518589,1.947807396699028,0.9957502162315794,PRUNED
301,1.320202742957919,2026-02-26 10:33:09.549729,2026-02-26 10:33:10.016842,0 days 00:00:00.467113,0.58085723128406,0.7973315299725858,0.00358322340082471,0.21688244534850828,5,5,4,2928,0.0011598226826430075,0.0398545638910178,0.9845999745890571,PRUNED
302,1.2473312863876191,2026-02-26 10:33:10.044995,2026-02-26 10:33:10.403772,0 days 00:00:00.358777,0.7099426260177653,0.537114289970382,1.0680981295709178,0.232487186136074,10,9,5,3340,7.567563008759282,0.22844548579040644,0.6522775598357928,PRUNED
303,1.2857544473929194,2026-02-26 10:33:10.431420,2026-02-26 10:33:11.315203,0 days 00:00:00.883783,0.7917101510465978,0.6199402612703632,0.0016837645313034096,0.15352685416069553,5,9,2,5936,0.011989293985890897,2.5057450809747963,0.6321253396981887,PRUNED
304,1.2550441691555556,2026-02-26 10:33:11.350516,2026-02-26 10:33:11.889765,0 days 00:00:00.539249,0.7703449379689596,0.6066312011281303,0.03979413957301607,0.20840531397955453,5,7,11,3045,0.0026786436425834405,1.5835279754634624,0.9099440646259597,PRUNED
305,1.247405862235252,2026-02-26 10:33:11.919511,2026-02-26 10:33:12.535642,0 days 00:00:00.616131,0.5586559593556575,0.9618927866818577,0.002648536786851428,0.2257825034196954,5,8,12,4169,0.004451298052934191,1.2183151076404708,0.8324750703266909,PRUNED
306,1.2538425448315667,2026-02-26 10:33:12.568400,2026-02-26 10:33:13.004181,0 days 00:00:00.435781,0.6788648128380574,0.43495028402238467,0.28508889067332877,0.23984500729096822,5,9,11,2780,0.001984731883370962,2.1208885216117026,0.8530907860958973,PRUNED
307,1.3011478727615724,2026-02-26 10:33:13.030909,2026-02-26 10:33:13.624942,0 days 00:00:00.594033,0.5943591115005439,0.8231024977718789,0.0790791015659558,0.20071123984563705,4,8,9,1182,0.0014531597621213533,0.1696624716380746,0.9058854578610078,PRUNED
308,1.2518209578851491,2026-02-26 10:33:13.660045,2026-02-26 10:33:14.045177,0 days 00:00:00.385132,0.7305317847677432,0.4481698025967607,0.004372422358431953,0.24998689638629507,6,4,10,5565,0.0012308205177335731,1.5520244488956105,0.6401063122621491,PRUNED
309,1.2583311414543599,2026-02-26 10:33:14.071967,2026-02-26 10:33:14.635746,0 days 00:00:00.563779,0.7476334349312495,0.6362457231261356,0.0031788591161678536,0.21820702848980095,4,9,11,4715,0.002291451688178948,0.6922289474623508,0.8060196354631924,PRUNED
310,1.460020907946398,2026-02-26 10:33:14.669521,2026-02-26 10:33:15.335745,0 days 00:00:00.666224,0.8983262566695485,0.4302939243164125,0.06449012930279643,0.16589715469485147,6,9,11,5143,0.0037829161392240016,0.0011914912898187441,0.9524750293473481,COMPLETE
311,1.312694075058968,2026-02-26 10:33:15.365834,2026-02-26 10:33:15.888870,0 days 00:00:00.523036,0.9384845762677452,0.4741997088107941,0.013347139915301913,0.2312680491819192,8,8,12,3236,0.001707576241961001,0.08036538394423053,0.824752479512214,PRUNED
312,1.284284672389444,2026-02-26 10:33:15.915835,2026-02-26 10:33:16.371221,0 days 00:00:00.455386,0.544071714574578,0.4137229880222191,0.0022443346279282087,0.17919593718205948,5,9,7,3387,0.0032563938078333902,2.721615336986554,0.7971963094635253,PRUNED
313,1.2789697296535487,2026-02-26 10:33:16.401903,2026-02-26 10:33:16.903413,0 days 00:00:00.501510,0.6996602540342229,0.5944108262062952,0.02323729139984307,0.1939031264062253,5,6,6,2828,0.001326113190010633,5.3006733832676085,0.6590213970227169,PRUNED
314,1.258992193689116,2026-02-26 10:33:16.937453,2026-02-26 10:33:17.470341,0 days 00:00:00.532888,0.5746419737084383,0.6789612235304637,0.0010525533279409523,0.2394143675844017,5,9,10,1403,1.0911301753158051,1.8601484786481939,0.88306906626363,PRUNED
315,1.2949155653130997,2026-02-26 10:33:17.497123,2026-02-26 10:33:17.943555,0 days 00:00:00.446432,0.7199202062316478,0.7889663673954745,0.030056820457491078,0.24989171196203616,5,4,11,2656,5.530527266538671,0.10414143224745434,0.8499139117136292,PRUNED
316,1.4317989036936634,2026-02-26 10:33:17.969636,2026-02-26 10:33:18.419961,0 days 00:00:00.450325,0.6505806938840055,0.5555061798813963,1.9178780942749485,0.21209668898299883,3,9,12,3130,0.002866150800289536,1.3893093069251599,0.6498484303496493,COMPLETE
317,1.27463115127042,2026-02-26 10:33:18.449746,2026-02-26 10:33:18.915634,0 days 00:00:00.465888,0.6578817736928181,0.5865631516653363,0.004119022450080606,0.20801370472991126,3,9,12,3180,0.0024771687672758224,1.3183832758558716,0.6165187402114838,PRUNED
318,1.2515416832188209,2026-02-26 10:33:18.950504,2026-02-26 10:33:19.281528,0 days 00:00:00.331024,0.6482333516617306,0.5523367431495712,1.8754079439477673,0.21347356276819876,0,7,12,2250,0.0027478413678756392,1.0705899557850431,0.6340240378684909,PRUNED
319,1.4440040712572704,2026-02-26 10:33:19.307504,2026-02-26 10:33:19.712609,0 days 00:00:00.405105,0.6322140330887946,0.5209557324827788,2.9714436812191174,0.19759150504944967,3,9,12,3100,0.0019047082720476964,0.14477944220357591,0.6500478634139417,COMPLETE
320,1.2380531746964942,2026-02-26 10:33:19.756726,2026-02-26 10:33:20.113183,0 days 00:00:00.356457,0.6719980802893954,0.5665976313858919,2.4175114261803725,0.22244726211559696,4,8,12,3537,0.0031337062319959537,4.203140596561932,0.8136422864145904,PRUNED
321,1.23925304228872,2026-02-26 10:33:20.148154,2026-02-26 10:33:20.504677,0 days 00:00:00.356523,0.6661822416709664,0.6282444253118119,3.2544737080844315,0.21225257366881395,1,9,12,3261,0.004139180486553025,0.804145782519849,0.8387068900393752,PRUNED
322,1.4541874161689203,2026-02-26 10:33:20.537241,2026-02-26 10:33:21.013988,0 days 00:00:00.476747,0.6500392152739516,0.5356856141617308,2.049405198840256,0.18405115837503935,1,9,12,5731,0.0021016375874489406,1.3852143881016434,0.8290600250520224,COMPLETE
323,1.4989359403644096,2026-02-26 10:33:21.043888,2026-02-26 10:33:21.868958,0 days 00:00:00.825070,0.5624538063731828,0.6087520964849299,0.00628009486487105,0.06548208883773064,2,9,11,4532,0.0010173261652565422,1.677573349979024,0.6755818301638233,COMPLETE
324,1.2396732253937144,2026-02-26 10:33:21.901946,2026-02-26 10:33:22.301619,0 days 00:00:00.399673,0.6928563750093649,0.7076876284562303,1.3567282236309877,0.22717315598412607,4,9,11,1700,0.0015163528949541831,0.19294349647874076,0.6426081260139106,PRUNED
325,1.243176804812392,2026-02-26 10:33:22.329950,2026-02-26 10:33:22.766187,0 days 00:00:00.436237,0.6639439612962305,0.562996486410515,0.008948989274191615,0.2029429597845572,7,5,12,5323,0.0035938767040535604,0.3729319198346419,0.6066267045742866,PRUNED
326,1.2824113560403725,2026-02-26 10:33:22.795302,2026-02-26 10:33:23.317623,0 days 00:00:00.522321,0.6821624665549191,0.8104286954448887,0.6530155086483418,0.1899457391844202,4,8,8,4810,0.0016893541073814671,2.9505035230255534,0.6225250223351899,PRUNED
327,1.2948523140491954,2026-02-26 10:33:23.345472,2026-02-26 10:33:23.683725,0 days 00:00:00.338253,0.6228614662198794,0.5944121692419573,3.7899240443243483,0.22135541572393597,10,4,3,5042,0.0028417660025686813,3.556553574792896,0.7148339490666171,PRUNED
328,1.2408185372036324,2026-02-26 10:33:23.718393,2026-02-26 10:33:24.351873,0 days 00:00:00.633480,0.9854865889897269,0.6516502839567526,0.003531702662848321,0.20973681565908156,5,9,11,3173,0.005340190119139147,1.0001028247265973,0.656818265157139,PRUNED
329,1.4024215378205998,2026-02-26 10:33:24.378368,2026-02-26 10:33:24.970315,0 days 00:00:00.591947,0.5463890533848925,0.7511733271663779,0.004185631053860794,0.2348315588599837,5,7,12,3013,0.002421449550002893,0.057729685574778505,0.8205935422638998,COMPLETE
330,1.2687161772976332,2026-02-26 10:33:25.019278,2026-02-26 10:33:25.499894,0 days 00:00:00.480616,0.5350266889473914,0.7301898496314537,0.004059505619365795,0.2373229738102759,7,7,12,2985,0.0022626129658259286,0.07646992025200197,0.8198299126412594,PRUNED
