number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
335,0.1477334561687263,2026-02-26 13:32:14.510135,2026-02-26 13:32:50.086212,0 days 00:00:35.576077,0.6546298913686222,0.019463236396285204,0.19998507791627101,9,10,1,1866,1.1656764713597079,0.998355977168121,35.573727432165725,0.7393049958288823,PRUNED
336,0.13990274870478994,2026-02-26 13:32:50.112734,2026-02-26 13:33:14.123750,0 days 00:00:24.011016,0.7239668005449541,0.016586817697177313,0.19404298669803613,9,10,1,1829,0.057296747786476324,1.005502898024607,12.828221183100519,0.733942576064758,PRUNED
337,0.13413885962696584,2026-02-26 13:33:14.158470,2026-02-26 13:33:33.524394,0 days 00:00:19.365924,0.6405777212035282,0.012001245808219322,0.19977433685154286,9,10,1,1897,0.04818774615113256,1.3597069668047648,13.816404427176273,0.7449871547445033,PRUNED
338,0.1434662588549788,2026-02-26 13:33:33.554023,2026-02-26 13:33:51.366111,0 days 00:00:17.812088,0.7426881923263294,0.012909526942566316,0.1931790630681153,8,10,1,1865,0.0652372190647621,0.9044587254580897,12.029794466493042,0.7481174022029506,PRUNED
339,0.283705560221278,2026-02-26 13:33:51.393167,2026-02-26 13:34:13.592718,0 days 00:00:22.199551,0.6657391994922548,0.022251288481194044,0.18211942148785948,9,10,1,1894,0.9852324444958571,1.072427399584777,12.790549820612638,0.7288624866574895,COMPLETE
340,0.2757720615180935,2026-02-26 13:34:13.623825,2026-02-26 13:34:36.766798,0 days 00:00:23.142973,0.6557932799091011,0.018289813195728245,0.19273893402662892,9,10,1,1932,0.06408540303567734,0.8220578886205127,12.020232827037775,0.7557795587795456,COMPLETE
341,0.27455155918495333,2026-02-26 13:34:36.799009,2026-02-26 13:34:55.178961,0 days 00:00:18.379952,0.6485998308092484,0.017069148649159736,0.19351839530060194,9,10,1,1816,0.05522945994518665,0.8242993756754274,12.042505753787536,0.7563208374876925,COMPLETE
342,0.13410557385050906,2026-02-26 13:34:55.210448,2026-02-26 13:35:14.544598,0 days 00:00:19.334150,0.6534478739941855,0.016843727697260547,0.19994367098098614,9,10,1,1819,0.05378384231833271,0.8244618607891075,12.422709593514472,0.75714510959355,PRUNED
343,0.28442993687854895,2026-02-26 13:35:14.572681,2026-02-26 13:35:34.717344,0 days 00:00:20.144663,0.6617975676960542,0.01528804927781612,0.10557624193547198,9,10,1,1928,0.06654377378507743,0.7694501849326231,12.013832909929238,0.7564949192609943,COMPLETE
344,0.13582972727530065,2026-02-26 13:35:34.757365,2026-02-26 13:35:58.910220,0 days 00:00:24.152855,0.6507399216499865,0.01773540514331964,0.1925202517019823,9,10,1,1872,0.05945655637912686,0.932939610094927,13.271026384766897,0.7390731706045688,PRUNED
345,0.1328142265900913,2026-02-26 13:35:58.945979,2026-02-26 13:36:17.321654,0 days 00:00:18.375675,0.6392958071344684,0.020649878112209537,0.18325942176529064,9,10,1,1845,0.07423593662433792,1.2604782144274222,12.023620846391234,0.748588822813918,PRUNED
346,0.13782844774877334,2026-02-26 13:36:17.350330,2026-02-26 13:36:34.749718,0 days 00:00:17.399388,0.6623377407745342,3.8709199932195344,0.17424839032683692,9,10,2,1909,0.06070330513900266,0.9879615298676683,12.773668633864139,0.7640739131542837,PRUNED
347,0.2738535795360774,2026-02-26 13:36:34.786189,2026-02-26 13:36:52.776468,0 days 00:00:17.990279,0.6840572851994197,0.023547589975778143,0.19260930060367593,9,10,1,1939,0.043422049245440304,0.7996640062420929,12.00237856047353,0.7696119483892734,COMPLETE
348,0.13395635907153094,2026-02-26 13:36:52.808118,2026-02-26 13:37:10.479397,0 days 00:00:17.671279,0.6822815283567837,0.014914141119946022,0.1939484396209956,8,10,1,1944,0.04399638089287171,0.8287383867807173,12.459200874674268,0.7717654971435947,PRUNED
349,0.14379769355959005,2026-02-26 13:37:10.535398,2026-02-26 13:37:29.783307,0 days 00:00:19.247909,0.686010987476355,0.024036627245051952,0.18938627487074144,9,10,1,1935,0.053185554584927436,1.539864576849097,12.439037240923591,0.7594454057280839,PRUNED
350,0.14624195367143208,2026-02-26 13:37:29.811433,2026-02-26 13:37:47.336065,0 days 00:00:17.524632,0.7161492944273203,0.019840638119378425,0.19976375390777112,9,10,1,1890,0.038334947370886815,1.1104416066344593,13.188327216435948,0.7409433528581852,PRUNED
351,0.13369057322617353,2026-02-26 13:37:47.363853,2026-02-26 13:38:05.245577,0 days 00:00:17.881724,0.6739187643106148,0.018407603983187207,0.18797717730214436,9,10,1,1929,0.05024274698082906,0.702914178937692,12.735752392446004,0.7506449928901288,PRUNED
352,0.16825341418388812,2026-02-26 13:38:05.272072,2026-02-26 13:38:32.818280,0 days 00:00:27.546208,0.6938924549548537,0.0254878340911635,0.17902817772799257,8,10,1,1897,0.041003079623659004,0.9028653706788058,79.75393962599617,0.7679009411536046,PRUNED
353,0.14019161158976692,2026-02-26 13:38:32.845559,2026-02-26 13:38:54.705990,0 days 00:00:21.860431,0.7060080433355196,0.014818794662183459,0.19988792663476654,9,10,1,1939,0.07184410219991824,1.3508055085605644,21.14622782714553,0.7599216935518461,PRUNED
354,0.2784625618079305,2026-02-26 13:38:54.732038,2026-02-26 13:39:12.700245,0 days 00:00:17.968207,0.730190923626449,0.017284375958330905,0.16175998111405837,9,10,1,1997,0.09039998963957788,1.064485097818396,12.375810982314059,0.7730692376417921,COMPLETE
355,0.13868357773031778,2026-02-26 13:39:12.731099,2026-02-26 13:39:30.231751,0 days 00:00:17.500652,0.6792452910029019,0.022371193132630626,0.1879145823944145,9,10,1,1908,2.9696661235153012,0.8077789000308508,13.072187103729616,0.7243869091591149,PRUNED
356,0.13903627731285553,2026-02-26 13:39:30.258017,2026-02-26 13:39:47.283276,0 days 00:00:17.025259,0.661287817355482,0.027092865378021358,0.19302573490379868,9,10,1,1954,0.04745055214516458,1.240978962029758,12.007502507138357,0.7484102490384986,PRUNED
357,0.13878914354076632,2026-02-26 13:39:47.311804,2026-02-26 13:40:04.866015,0 days 00:00:17.554211,0.6937825835705562,1.4016599373292726,0.18226428111082665,2,10,1,326,0.12200861763779426,0.6936559009201182,12.004223412723393,0.7562965441188426,PRUNED
358,0.287144548008484,2026-02-26 13:40:04.907152,2026-02-26 13:40:23.273096,0 days 00:00:18.365944,0.7199141753826844,0.013047830981109728,0.19294600058648903,9,10,1,1869,0.03146706715191309,0.9569073903981812,13.583008983228728,0.767831754526402,COMPLETE
359,0.13792787089308206,2026-02-26 13:40:23.354709,2026-02-26 13:40:48.735845,0 days 00:00:25.381136,0.6712894146092101,0.031045770095898092,0.12914988904718572,9,10,1,2000,0.06228258922680677,0.8179758932407452,12.5240506695425,0.7793812130968564,PRUNED
360,0.2938413149537175,2026-02-26 13:40:48.763398,2026-02-26 13:41:24.671384,0 days 00:00:35.907986,0.7058224005755378,0.02085292074024887,0.0971828703906243,8,10,1,1943,0.10264347400576737,1.1153436582877958,12.90348059705499,0.7629748345192561,COMPLETE
361,0.2800586258216127,2026-02-26 13:41:24.711776,2026-02-26 13:41:43.170428,0 days 00:00:18.458652,0.6857361208409031,0.01630426144696955,0.16673853637084102,9,10,1,1897,0.0710520906336121,1.5545846230164182,12.41400137660093,0.7379082811141771,COMPLETE
362,0.15559539443452164,2026-02-26 13:41:43.202484,2026-02-26 13:42:07.967381,0 days 00:00:24.764897,0.7367670952827801,0.024367384536038685,0.17551434327064,9,10,1,1973,0.08225799245387373,0.6646492193839989,39.322049266697846,0.754674633483761,PRUNED
363,0.280727085026788,2026-02-26 13:42:08.000063,2026-02-26 13:42:26.472417,0 days 00:00:18.472354,0.653729261554057,0.002779008310362025,0.18551001434729442,9,10,2,1854,0.053542968290573825,0.9471496405572336,12.475800735767665,0.773086148205228,COMPLETE
364,0.28304390883256725,2026-02-26 13:42:26.503580,2026-02-26 13:42:43.868270,0 days 00:00:17.364690,0.666962362321084,0.010609399496056675,0.19969579184426514,9,10,1,1922,0.04225605919560293,1.2648413603423345,12.927051432864529,0.7644788019376667,COMPLETE
365,0.15900926423326525,2026-02-26 13:42:43.899456,2026-02-26 13:43:07.000643,0 days 00:00:23.101187,0.6383043466387494,0.018115143408052724,0.17942032621711884,9,10,1,1886,0.10255677539483297,0.7991131306923455,63.34845274788931,0.7461184197299845,PRUNED
366,0.14239088807258668,2026-02-26 13:43:07.029496,2026-02-26 13:43:30.052613,0 days 00:00:23.023117,0.6920743353374652,0.029444984865516992,0.19248333466907475,9,10,1,1817,0.07327639327255159,1.0372033599649697,14.138978613036254,0.7805277186651709,PRUNED
367,0.1542367146914435,2026-02-26 13:43:30.085864,2026-02-26 13:44:09.997225,0 days 00:00:39.911361,0.6782595801867848,0.013952328540136436,0.18511513736209287,9,5,1,1949,0.13971640580529265,0.5704939530108477,12.025507194458239,0.7540140303883596,PRUNED
368,0.14019919700890246,2026-02-26 13:44:10.025636,2026-02-26 13:44:27.750501,0 days 00:00:17.724865,0.7091267546775345,0.007327517973388284,0.17335822701045625,9,10,1,1969,7.380480204577869,0.6868971979521328,13.488297812460294,0.7715804958152952,PRUNED
369,0.1372052754452049,2026-02-26 13:44:27.778898,2026-02-26 13:44:45.120806,0 days 00:00:17.341908,0.7261998627427867,0.021150487406844474,0.1926203132583994,9,10,2,1907,0.0356348329439592,1.865039399764268,12.001158479844808,0.7591647445449876,PRUNED
370,0.282567066575173,2026-02-26 13:44:45.148987,2026-02-26 13:45:04.590714,0 days 00:00:19.441727,0.6451509410289669,0.0019990965641935353,0.18618420306836683,9,10,1,1856,0.06186563993056579,0.004051173868586684,12.729583231549448,0.7646106021979396,COMPLETE
371,0.1386634995740188,2026-02-26 13:45:04.630158,2026-02-26 13:45:21.689444,0 days 00:00:17.059286,0.6998760763227607,0.005478207496051778,0.1939667941644543,8,10,1,1927,0.08706023644544388,0.88472608568255,12.011221887013692,0.7438900250313742,PRUNED
372,0.2795333656048129,2026-02-26 13:45:21.717105,2026-02-26 13:45:40.621571,0 days 00:00:18.904466,0.6635475542725287,0.026693051133157092,0.17877506103110793,9,10,1,1966,0.026949278135143088,1.394117841911048,12.445572692669948,0.7836821692118348,COMPLETE
373,0.13741243437404146,2026-02-26 13:45:40.667439,2026-02-26 13:45:59.101517,0 days 00:00:18.434078,0.6838351624244423,0.0032404238615320892,0.18494880823451282,9,10,1,1882,0.051366436557988636,1.1561858844761186,13.138863247316918,0.7738290883773763,PRUNED
374,0.14005154651933893,2026-02-26 13:45:59.131549,2026-02-26 13:46:16.298906,0 days 00:00:17.167357,0.7498781294401055,0.017791353665458327,0.19333890233423762,9,10,1,1802,0.12279094620471613,0.7712025057247853,12.45512664819799,0.732355411779172,PRUNED
375,0.2812517059784406,2026-02-26 13:46:16.332406,2026-02-26 13:46:34.293331,0 days 00:00:17.960925,0.7176954521587849,0.022657014291299647,0.17031896937011404,10,10,1,2000,0.09881211967595377,0.991417232194496,12.740455127056052,0.7520103275204689,COMPLETE
376,0.14200137888324527,2026-02-26 13:46:34.323834,2026-02-26 13:47:12.187858,0 days 00:00:37.864024,0.699259247018811,0.0025690143241812917,0.19999838025375574,10,6,1,1933,0.06532456574898886,0.8484232321426524,12.01187661678036,0.7643385053679286,PRUNED
377,0.2759489768601811,2026-02-26 13:47:12.217084,2026-02-26 13:47:29.786106,0 days 00:00:17.569022,0.6560806466044371,0.03324368166625885,0.17891157744167632,10,10,2,1838,2.4368427065005855,0.6458740246862992,12.008868970411614,0.7791411360903148,COMPLETE
378,0.1362758879328727,2026-02-26 13:47:29.818672,2026-02-26 13:47:54.164332,0 days 00:00:24.345660,0.6510026132692817,0.013250020879208301,0.16659585245545322,9,10,1,1827,4.297156947996834,0.5655880345449327,13.265954177648087,0.7817385671892383,PRUNED
379,0.34636563399326015,2026-02-26 13:47:54.201220,2026-02-26 13:48:17.383267,0 days 00:00:23.182047,0.6273001961592269,0.009313760521217046,0.17674909519412335,10,10,1,1840,0.04496874776744543,1.2567978503458894,18.542341866267655,0.7894301806554068,COMPLETE
380,0.28019956014499775,2026-02-26 13:48:17.412406,2026-02-26 13:48:34.526919,0 days 00:00:17.114513,0.6346864898160467,0.004962790895249134,0.18825687227659585,10,10,1,1789,2.158084464325948,1.6622633153116888,12.428961322131805,0.7754673330276352,COMPLETE
381,0.2829137075262287,2026-02-26 13:48:34.556510,2026-02-26 13:48:52.490681,0 days 00:00:17.934171,0.6575745355242423,0.016251731768160013,0.1799928505256349,6,10,2,1971,0.05694318384605021,1.0015081700474284,12.762776841667664,0.7810337919769715,COMPLETE
382,0.13437399432999075,2026-02-26 13:48:52.526047,2026-02-26 13:49:09.625130,0 days 00:00:17.099083,0.6726411020060861,0.020728145152137292,0.19350237404451362,10,10,1,1920,2.2128753418204585,0.7363606509639,12.002693084735153,0.7669054922076731,PRUNED
383,0.2982602055573821,2026-02-26 13:49:09.652640,2026-02-26 13:50:22.186971,0 days 00:01:12.534331,0.6469674397175921,0.0334099665146482,0.03933446730858217,10,10,1,1859,2.628117504360865,1.0719097050773227,12.469369060408866,0.7911139491439876,COMPLETE
384,0.1376360345120568,2026-02-26 13:50:22.217412,2026-02-26 13:51:04.268294,0 days 00:00:42.050882,0.710621247152849,0.0036821069168166604,0.08335422775812518,10,10,1,1946,1.5914626935323077,1.4233871056938643,13.734201614136165,0.7772357780282562,PRUNED
385,0.1374220106792127,2026-02-26 13:51:04.631235,2026-02-26 13:51:34.160606,0 days 00:00:29.529371,0.6883302212423476,0.026448168137796536,0.18695822863033945,9,10,1,1898,2.8861563500559635,0.9083646644806191,13.059030216711038,0.7710774897971825,PRUNED
386,0.13349982313725878,2026-02-26 13:51:34.188115,2026-02-26 13:51:57.865925,0 days 00:00:23.677810,0.7351821551119502,0.012006326743340942,0.1999756497975714,9,10,2,1873,3.522855330895654,0.7222903195073608,16.722524703899165,0.7613445138223662,PRUNED
387,0.2781014183223397,2026-02-26 13:51:58.003768,2026-02-26 13:52:24.994242,0 days 00:00:26.990474,0.6643563167851482,0.02331979651569415,0.15664923992843818,8,10,1,1975,0.07995489792742569,1.160613561880978,12.000160815676756,0.7496511074370767,COMPLETE
388,0.2812558052958867,2026-02-26 13:52:25.034691,2026-02-26 13:52:50.930014,0 days 00:00:25.895323,0.6763019485163493,0.006241464699781035,0.1725289665276157,5,10,1,1805,0.7057462495044444,0.0012978590235343884,12.499578607619481,0.7871323226954577,COMPLETE
389,0.1322648540842093,2026-02-26 13:52:50.968689,2026-02-26 13:53:13.808881,0 days 00:00:22.840192,0.6573694244929255,0.018754664048069303,0.18121780656686007,10,10,2,1927,0.04605291013984654,0.6351891313300744,12.855323252438556,0.7708374275792177,PRUNED
390,0.13628855959130393,2026-02-26 13:53:13.847205,2026-02-26 13:53:37.329019,0 days 00:00:23.481814,0.7202112808209107,0.015499977213947006,0.1889406775587968,3,10,1,1837,0.036770737726423086,0.8489988053435806,12.415369493168711,0.7370779473498263,PRUNED
391,0.1406354473888761,2026-02-26 13:53:37.356156,2026-02-26 13:53:57.149028,0 days 00:00:19.792872,0.6940283612590243,0.03070878005718471,0.1936081966284457,10,10,1,1904,0.06678761923029777,0.5583063022321643,13.361734918422819,0.75601499487491,PRUNED
392,0.13933394052991802,2026-02-26 13:53:57.176512,2026-02-26 13:54:20.754713,0 days 00:00:23.578201,0.7035882855272267,0.0033212455377774675,0.17748723830776533,10,10,1,1949,1.104666377289076,1.1790227874860255,12.411148011269594,0.7781051819256106,PRUNED
393,0.2768247264608964,2026-02-26 13:54:20.787626,2026-02-26 13:54:45.073925,0 days 00:00:24.286299,0.6402270339125394,0.3067390974911049,0.1662799392819165,9,10,1,1977,1.7876342270207861,0.9478533776340767,12.007789961661938,0.7435527720510039,COMPLETE
394,0.13233483495625853,2026-02-26 13:54:45.112747,2026-02-26 13:55:03.719516,0 days 00:00:18.606769,0.6840698437463802,0.004438414729710373,0.18403745402523852,10,10,1,2000,0.07736672209530646,1.4036837692432131,12.88415705166699,0.7636791946556506,PRUNED
395,0.13592841778400103,2026-02-26 13:55:03.747056,2026-02-26 13:55:27.541396,0 days 00:00:23.794340,0.665957105699467,0.019646381036941624,0.19343843682827405,9,10,2,1877,2.4672979947188867,0.7919021269432416,12.501842007572256,0.7698761128456219,PRUNED
396,0.1399574009035832,2026-02-26 13:55:27.570096,2026-02-26 13:55:45.942771,0 days 00:00:18.372675,0.7140366703660065,0.02504416853261197,0.1996262241798329,10,10,1,982,0.05787209560368667,1.0192183897118934,12.98163886583857,0.7829961908803829,PRUNED
397,0.13317476689694566,2026-02-26 13:55:46.016498,2026-02-26 13:56:11.660010,0 days 00:00:25.643512,0.6506507577268457,0.014248114444943824,0.17439295474745262,10,10,1,1913,0.1592178316408558,0.6446152680286963,14.489374572612787,0.7569837824637216,PRUNED
398,0.2776261826760021,2026-02-26 13:56:11.688472,2026-02-26 13:56:38.418722,0 days 00:00:26.730250,0.7270931505468298,0.0024404814510413054,0.1871684628800936,9,9,1,1762,0.023651700879107264,0.8385703981587505,12.38704351415731,0.7939016058276027,COMPLETE
399,0.28932255031439136,2026-02-26 13:56:38.450153,2026-02-26 13:57:02.325225,0 days 00:00:23.875072,0.6928484171491714,0.03724603149563061,0.18324363087871767,10,10,1,1849,0.30502498825469376,1.680824416537288,13.453399165619654,0.747271826849804,COMPLETE
400,0.1381978719829701,2026-02-26 13:57:02.357565,2026-02-26 13:57:31.616597,0 days 00:00:29.259032,0.7688154653491348,0.0050163024275180785,0.19308162887081845,10,9,1,1942,0.08586935190483383,1.2011301525512688,12.385452617363153,0.7660288736559908,PRUNED
401,0.285286569706889,2026-02-26 13:57:31.645335,2026-02-26 13:57:56.227423,0 days 00:00:24.582088,0.6749528517788914,0.02904823242739147,0.17843595497876782,10,10,1,1892,0.030252819782171494,1.0071278944887307,12.881494403925885,0.7275276341069729,COMPLETE
402,0.2812283213482053,2026-02-26 13:57:56.257599,2026-02-26 13:58:17.754391,0 days 00:00:21.496792,0.6290679292679054,0.0107101048628131,0.18859113926697993,10,9,1,1949,3.4645760566489487,0.5115044005284786,12.3928714654281,0.7747941192484783,COMPLETE
403,0.13309482280800913,2026-02-26 13:58:17.785587,2026-02-26 13:58:44.792967,0 days 00:00:27.007380,0.7075735467390273,0.01810181313608471,0.17139872523961247,4,10,1,1916,1.3919709739551185,0.6648580855287906,12.001510770582247,0.7597369967057959,PRUNED
404,0.13491775643133422,2026-02-26 13:58:44.821994,2026-02-26 13:59:13.977303,0 days 00:00:29.155309,0.7393614675775909,0.006847922976476507,0.19972509773590852,1,9,2,1829,0.04977361435589599,0.8002270040050955,14.044881591048137,0.7515666349245155,PRUNED
405,0.2841745991235557,2026-02-26 13:59:14.004723,2026-02-26 13:59:31.938239,0 days 00:00:17.933516,0.6596111799826818,0.00391751774240601,0.18060631134959218,9,10,1,1869,0.06912019615050226,1.4333162853604855,12.898125313218916,0.7855252374238164,COMPLETE
406,0.16182421278029738,2026-02-26 13:59:31.969248,2026-02-26 13:59:57.523500,0 days 00:00:25.554252,0.6846190141565683,0.022821536626516432,0.18912059264910774,10,9,11,1974,0.1896682545648318,0.9172850909423567,22.51169946819486,0.7705951017879505,PRUNED
407,0.27444630266648035,2026-02-26 13:59:57.550724,2026-02-26 14:00:23.498655,0 days 00:00:25.947931,0.699076217587648,0.01484715012627111,0.16090895920955717,9,10,1,1912,0.11209911007035517,2.182791237995884,12.013484191674227,0.7373327262918362,COMPLETE
408,0.13471601127859836,2026-02-26 14:00:23.528087,2026-02-26 14:00:57.976375,0 days 00:00:34.448288,0.6438651294100912,0.03282085274001443,0.1600097282067409,10,9,1,1944,0.11594177795282216,3.587417338710102,12.052800503830351,0.7341087529026671,PRUNED
409,0.13607968138743146,2026-02-26 14:00:58.004191,2026-02-26 14:01:15.852323,0 days 00:00:17.848132,0.670485675039807,0.04293392888775391,0.1526768063747664,10,10,2,1909,0.10787920034114444,1.7850272035675832,12.002840053047137,0.7393653819375668,PRUNED
410,0.13893513678873107,2026-02-26 14:01:15.880240,2026-02-26 14:01:49.408346,0 days 00:00:33.528106,0.6924131470790132,0.001626633057666305,0.16402130055366085,10,9,7,2000,0.13384057025121998,2.066493507406535,12.004609426122244,0.7249613556472522,PRUNED
411,0.2841822107121935,2026-02-26 14:01:49.455312,2026-02-26 14:02:07.204255,0 days 00:00:17.748943,0.661231979896742,0.016166932685994166,0.172624317048871,9,10,1,1945,0.09143295676393866,2.0375371967068974,12.769466874502596,0.7449191950603726,COMPLETE
412,0.13992216663145166,2026-02-26 14:02:07.260730,2026-02-26 14:02:34.918478,0 days 00:00:27.657748,0.6796011780552798,0.7793268800025377,0.16923241071471193,8,9,8,1897,0.03778399896002253,0.6134406334191577,12.45743119602802,0.7358361618924072,PRUNED
413,0.28495308704574823,2026-02-26 14:02:34.947457,2026-02-26 14:02:58.894776,0 days 00:00:23.947319,0.6991712688139814,0.003036916809812649,0.19332023436110637,10,10,1,1961,0.07719010882842603,2.6764218070346226,13.317122779102663,0.7519949637177256,COMPLETE
414,0.135487263448414,2026-02-26 14:02:58.926823,2026-02-26 14:03:24.946454,0 days 00:00:26.019631,0.6354991857304421,0.02062783769899152,0.17808588882370477,10,9,1,1912,0.0559012203272086,3.0041380492000958,12.720114069835066,0.7611947614434343,PRUNED
415,0.14348433763648277,2026-02-26 14:03:24.975287,2026-02-26 14:03:46.158964,0 days 00:00:21.183677,0.7230485536765818,0.025694429445100732,0.1816217175728427,9,10,1,1873,0.1381400507479174,0.01378820957729854,12.011347694493166,0.7420945416472131,PRUNED
416,0.29412805684420124,2026-02-26 14:03:46.201508,2026-02-26 14:04:38.754501,0 days 00:00:52.552993,0.6494758835372558,0.0144869230239899,0.0680439902316186,10,9,1,1974,0.09516348784863037,0.7234365001649763,12.440752674272796,0.7530924216844719,COMPLETE
417,0.13893358539984632,2026-02-26 14:04:38.787605,2026-02-26 14:05:02.018148,0 days 00:00:23.230543,0.6756305287111926,0.028698443121403298,0.1930371499888198,10,10,2,1937,0.06542437509277847,1.1699816717302385,13.12200176013001,0.7621603368425764,PRUNED
418,0.2959104911001994,2026-02-26 14:05:02.046760,2026-02-26 14:05:53.096426,0 days 00:00:51.049666,0.6895643388011,0.018275766873928522,0.0582842839269855,9,9,1,2000,0.04617431216916906,0.5275239267638054,12.458686543725234,0.7297763789497355,COMPLETE
419,0.2704356493705395,2026-02-26 14:05:53.128899,2026-02-26 14:06:10.578934,0 days 00:00:17.450035,0.713298320102487,0.03670185108822325,0.19991258528434705,9,10,1,1924,0.11245392119200166,0.7734763309283749,12.00626010919463,0.7503493410228762,COMPLETE
420,0.15186085384027137,2026-02-26 14:06:10.625760,2026-02-26 14:06:25.940403,0 days 00:00:15.314643,0.7443905799631301,0.03827631238386173,0.1999155320812558,9,10,1,1874,0.07637250524899726,0.6996225986646467,12.754347688364163,0.7434711237913926,PRUNED
421,0.2879443486233832,2026-02-26 14:06:25.968553,2026-02-26 14:06:49.118455,0 days 00:00:23.149902,0.7167052158991631,0.05607587767646195,0.18677947677764611,9,10,1,1917,0.05798241688732256,2.3771548146538937,13.549331168769104,0.7672192379444532,COMPLETE
422,0.1481073312465612,2026-02-26 14:06:49.149310,2026-02-26 14:07:06.615268,0 days 00:00:17.465958,0.727810260034934,0.03439907920979602,0.19948195151404358,9,10,9,1961,0.102295439102081,0.4579837808205298,12.015015070782125,0.7560921969640909,PRUNED
423,0.27567807377393955,2026-02-26 14:07:06.642891,2026-02-26 14:07:30.537504,0 days 00:00:23.894613,0.7078714742651592,0.048243840231847614,0.17512207669030777,9,10,1,1889,0.08000099028734216,0.7825512732988282,12.41029882140259,0.7953157866856763,COMPLETE
424,0.2839364466502613,2026-02-26 14:07:30.570663,2026-02-26 14:07:54.621712,0 days 00:00:24.051049,0.7154892761416234,0.045881852586796924,0.1647366633103927,9,10,1,1801,0.12257916169989502,0.5585541079086737,13.070509970413427,0.8011848520118566,COMPLETE
425,0.2794615315770406,2026-02-26 14:07:54.665842,2026-02-26 14:08:13.339206,0 days 00:00:18.673364,0.7082043925855246,0.05541274403179166,0.16959522950331773,8,10,2,1860,0.08326674566242302,0.7018336777419164,12.668765244508432,0.7945128402024729,COMPLETE
426,0.13425136248036576,2026-02-26 14:08:13.370977,2026-02-26 14:08:36.321185,0 days 00:00:22.950208,0.7330622280237492,0.039044975613935724,0.1743552307105729,9,10,1,1889,0.03572178205868216,0.7828704873559774,12.500286155316815,0.7921947958951605,PRUNED
427,0.2943165500119348,2026-02-26 14:08:36.348258,2026-02-26 14:08:58.205751,0 days 00:00:21.857493,0.7109733341809364,0.0325799024871286,0.15940828489138734,9,10,1,1845,0.1551490698682754,0.604718186638674,13.813672548790382,0.843310635238726,COMPLETE
428,0.1324849337418331,2026-02-26 14:08:58.236165,2026-02-26 14:09:16.095559,0 days 00:00:17.859394,0.6960330355189414,0.048517398644388685,0.17601593579235056,9,10,1,1896,0.10145071622144021,0.8241408422795538,12.431623256326278,0.7182227750093899,PRUNED
429,0.13564327680792473,2026-02-26 14:09:16.125816,2026-02-26 14:09:32.878251,0 days 00:00:16.752435,0.7023202758978322,0.04485527020170071,0.18168915844931308,9,10,1,1815,0.01917882880993169,1.1113359734765507,13.261672976518925,0.7790881904724393,PRUNED
430,0.14012518200318894,2026-02-26 14:09:32.906570,2026-02-26 14:09:50.757837,0 days 00:00:17.851267,0.7556037147326891,0.03985989727623599,0.19345336548578682,9,10,2,1924,0.04427121578560296,1.4472978731183699,12.784824256793668,0.8025306071510204,PRUNED
431,0.1378712256679571,2026-02-26 14:09:50.787002,2026-02-26 14:10:09.107211,0 days 00:00:18.320209,0.7269382985204471,0.028595092077498965,0.19987348038484745,9,10,1,1431,0.06232567143069044,0.7999879189939129,12.377312175127175,0.7852616040579762,PRUNED
432,0.1370413622114408,2026-02-26 14:10:09.134537,2026-02-26 14:10:32.087034,0 days 00:00:22.952497,0.7181105665819109,0.024468125612712843,0.166532730055894,9,10,1,1866,0.08118823800064551,0.005246639197664764,13.029530361556613,0.7806955377793293,PRUNED
433,0.28985507576840497,2026-02-26 14:10:32.115784,2026-02-26 14:11:18.993539,0 days 00:00:46.877755,0.7025457244720563,0.03234874404581659,0.04641900786041108,8,10,1,1895,0.09335278954052231,0.16993847576119678,12.018638053152303,0.7885632262713425,COMPLETE
434,0.15468796622173142,2026-02-26 14:11:19.028859,2026-02-26 14:11:31.892297,0 days 00:00:12.863438,0.6889172696846095,7.248171697059441,0.18313726533299765,9,10,1,1934,0.027485113998376436,0.6389415280912512,12.009682744448366,0.7678237171958888,PRUNED
435,0.16330403242820568,2026-02-26 14:11:31.923218,2026-02-26 14:12:00.805244,0 days 00:00:28.882026,0.7397338845555579,0.021916532860967643,0.1890269311799161,9,10,1,1847,0.05148481346247402,0.00241038702154415,51.22293392558524,0.775137856118585,PRUNED
436,0.2773670031613048,2026-02-26 14:12:00.833476,2026-02-26 14:12:23.631976,0 days 00:00:22.798500,0.7101848865912533,0.06651151288059047,0.1743100795541499,9,10,1,1915,0.06710290817838621,1.0919612280500068,12.455974453494457,0.7938494603923649,COMPLETE
437,0.14343052440913392,2026-02-26 14:12:23.662689,2026-02-26 14:12:47.082128,0 days 00:00:23.419439,0.7008352442437924,0.0012517137271541837,0.1934934596448668,9,10,1,1792,0.1271515703175799,0.4593341551313946,12.897928813011127,0.7716893363195831,PRUNED
438,0.13636563486788775,2026-02-26 14:12:47.112066,2026-02-26 14:13:10.104831,0 days 00:00:22.992765,0.7235945537079831,0.02777453075298997,0.1803927320955976,8,10,1,1968,0.19807604608305182,0.9299605700346631,13.495320909820988,0.7353282871490063,PRUNED
