number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
30,0.2898561490873297,2026-02-26 10:57:00.374664,2026-02-26 10:58:03.514478,0 days 00:01:03.139814,0.8883441267079264,0.13048005831381493,0.09073750752071844,6,8,6,1573,0.007368035755624997,4.778774735739693,12.060891280765665,0.6522578501413139,COMPLETE
31,0.30982188890141416,2026-02-26 10:58:03.542322,2026-02-26 10:58:28.395641,0 days 00:00:24.853319,0.856786287684435,0.0125429525848164,0.13087769037430483,10,10,5,1414,0.004920764023188296,1.1327423841908557,14.395750145601788,0.6127424135932626,COMPLETE
32,0.282802731347935,2026-02-26 10:58:28.422918,2026-02-26 10:58:57.889939,0 days 00:00:29.467021,0.8111019488711122,0.03398789789313784,0.1498768761551306,9,10,4,1998,0.0025988274925821367,0.2661594286082551,12.115775245680979,0.6810655972587536,COMPLETE
33,0.3036294054815273,2026-02-26 10:58:57.917065,2026-02-26 10:59:20.904687,0 days 00:00:22.987622,0.803033732634467,0.06617865018596433,0.1586001675165505,9,10,4,1988,0.02578204736464162,0.21834009065692783,14.110327546084346,0.6815430695982025,COMPLETE
34,0.14877127728271142,2026-02-26 10:59:20.935857,2026-02-26 11:00:24.744284,0 days 00:01:03.808427,0.7334483175680713,0.038861497957407266,0.15016485821061945,8,6,2,1865,0.011185728899132006,0.3899975861735757,16.875856402597265,0.679553761790163,PRUNED
35,0.29647461754652016,2026-02-26 11:00:24.771932,2026-02-26 11:00:47.470752,0 days 00:00:22.698820,0.6728206925307042,0.16985642010110763,0.194719078406973,9,9,3,1703,0.002412560604410537,0.05135436062013421,13.844106694743362,0.6292215459748021,COMPLETE
36,0.1523687829160127,2026-02-26 11:00:47.496992,2026-02-26 11:01:25.131784,0 days 00:00:37.634792,0.8085218425723382,0.08654589598077891,0.14065942185634273,7,10,7,1960,0.0673232524127918,5.858828838176713,19.694122687891337,0.6668406595935172,PRUNED
37,0.2835421976318876,2026-02-26 11:12:03.503089,2026-02-26 11:12:46.282779,0 days 00:00:42.779690,0.7600732107110671,0.4115658932404453,0.17688107099687028,9,6,1,813,0.001985685890464884,1.9526307671304435,12.055441701781868,0.7225546882949233,COMPLETE
38,0.33322993595379063,2026-02-26 11:12:46.313247,2026-02-26 11:13:23.826705,0 days 00:00:37.513458,0.7400726897011416,0.3136324105634704,0.1803611724800372,10,6,1,770,0.002000655427806067,1.7155345596442801,16.604690828530543,0.7273145000499233,COMPLETE
39,0.21953802396692257,2026-02-26 11:13:23.860343,2026-02-26 11:14:29.369563,0 days 00:01:05.509220,0.6820194519608159,0.004658265330128061,0.1722493739585046,8,5,1,617,0.004243254564939244,0.15607612535478566,59.98339765499073,0.6908004539767705,PRUNED
40,0.1627402115441477,2026-02-26 11:14:29.395793,2026-02-26 11:15:36.666983,0 days 00:01:07.271190,0.6382205934527685,7.343764369438607,0.06419074008168847,6,6,3,886,0.0016471928091266862,0.402635185327836,15.055934482134782,0.7586622090161587,PRUNED
41,0.29629449291809057,2026-02-26 11:15:36.691532,2026-02-26 11:16:27.907183,0 days 00:00:51.215651,0.7666693521466093,0.5554095854717577,0.15118067783009928,9,7,4,1083,0.0048974946636154626,6.2268833937624795,13.056658373562394,0.651129729713056,COMPLETE
42,0.16122721904935208,2026-02-26 11:16:27.935841,2026-02-26 11:17:22.370829,0 days 00:00:54.434988,0.8152168634442463,0.13771385828918808,0.09886288922647758,9,5,9,335,0.19862304254300384,2.345482746524757,12.034937496075237,0.6209761531904523,PRUNED
43,0.2998126774646021,2026-02-26 11:17:22.394654,2026-02-26 11:17:56.458182,0 days 00:00:34.063528,0.8419567534170533,0.014393911773071366,0.13591147143634427,10,7,2,1822,0.8556206552812652,3.913450552030503,13.293657469407075,0.7166747297286397,COMPLETE
44,0.29166505510802865,2026-02-26 11:17:56.486191,2026-02-26 11:18:17.741643,0 days 00:00:21.255452,0.717794217329414,0.06050662284213024,0.1977310608880335,7,10,6,1498,0.002780272497890192,1.1265052363369326,13.622318810773946,0.839814514046141,COMPLETE
45,0.2813916539720262,2026-02-26 11:18:17.770141,2026-02-26 11:18:38.860020,0 days 00:00:21.089879,0.8761100125851727,0.03780132455246613,0.17873593567092272,1,9,5,1229,0.01014592092074389,0.07131940991757789,12.04435302036413,0.652450227529522,COMPLETE
46,0.3416732134610845,2026-02-26 11:18:38.908110,2026-02-26 11:19:08.226763,0 days 00:00:29.318653,0.9180436917346161,0.03767369769031395,0.1820681872231091,1,9,4,685,0.009488041778555237,0.0757284969526157,17.159319425905096,0.6744748522631034,COMPLETE
47,0.15954696851046526,2026-02-26 11:19:08.256837,2026-02-26 11:19:59.273741,0 days 00:00:51.016904,0.7903059859579732,0.018085293145787808,0.17398409340648238,1,6,5,881,0.0234193930113889,0.7289720001248001,15.336903464531742,0.6227688862388974,PRUNED
48,0.1570067904524342,2026-02-26 11:19:59.300180,2026-02-26 11:20:42.260728,0 days 00:00:42.960548,0.95397136556667,0.008441197783384258,0.14520402780053496,2,7,3,1196,0.0015126137842358903,0.03063565779250299,19.59931572345984,0.9004353003929652,PRUNED
49,0.3109114446286531,2026-02-26 11:20:42.284702,2026-02-26 11:22:12.170469,0 days 00:01:29.885767,0.8325844628668236,0.03381127202901754,0.04098683586307505,5,9,12,992,0.005913034446843235,0.017546264076352732,13.39994841630903,0.7423468509125428,COMPLETE
50,0.16931322384412784,2026-02-26 11:22:12.201114,2026-02-26 11:22:42.553378,0 days 00:00:30.352264,0.8858437923534824,0.09625528094310176,0.16137413457537467,4,10,4,1907,0.014677960018045742,0.28696281314788435,42.648045958623996,0.7939275602754168,PRUNED
51,0.2775203634077322,2026-02-26 11:22:42.578560,2026-02-26 11:23:11.270324,0 days 00:00:28.691764,0.8653459838176767,0.04888880802822821,0.1865555674856767,9,10,5,1241,0.0030808409540961537,7.330424103662094,12.030652233665382,0.6527648118172327,COMPLETE
52,0.2838959349477893,2026-02-26 11:23:11.318394,2026-02-26 11:23:36.767712,0 days 00:00:25.449318,0.7487055874260808,0.0492603057401847,0.18046078678565453,8,10,5,1258,0.003375374461210219,2.8500730556688314,12.860528426625041,0.6890165446147091,COMPLETE
53,0.30010711236318827,2026-02-26 11:23:36.795322,2026-02-26 11:24:05.085999,0 days 00:00:28.290677,0.8631413128032677,0.030678679092019826,0.1922913902996467,4,10,5,1124,0.0015866050010068845,1.621254371389144,14.502885723413858,0.6616872026825705,COMPLETE
54,0.2916227483207648,2026-02-26 11:24:05.126919,2026-02-26 11:24:32.039485,0 days 00:00:26.912566,0.5499793738500008,0.016828297954244193,0.15794322488454332,10,9,7,1463,0.007717800781578787,0.010368983094948622,12.872753677710092,0.6216125177518831,COMPLETE
55,0.151497121266318,2026-02-26 11:24:32.066390,2026-02-26 11:25:14.127550,0 days 00:00:42.061160,0.9687682034522554,0.04808612827556948,0.14378611382592704,2,10,4,1392,0.002558018028878806,7.044662503932498,15.839159436675267,0.6439371474512358,PRUNED
56,0.1565891120903466,2026-02-26 11:25:14.152261,2026-02-26 11:25:36.982697,0 days 00:00:22.830436,0.9203016377609514,0.009702496762895576,0.17929292025696883,10,10,5,1657,0.004236865944050027,0.11608827244354147,12.03322234571845,0.7068402962937973,PRUNED
57,0.14513234664398117,2026-02-26 11:25:37.010772,2026-02-26 11:26:05.258770,0 days 00:00:28.247998,0.830703040399449,0.0021498148628609727,0.19697125733481247,0,9,11,1208,0.0012927388005608226,3.202404065561638,14.02433215421895,0.6012097221778112,PRUNED
58,0.1747968456414091,2026-02-26 11:26:05.283926,2026-02-26 11:26:43.222311,0 days 00:00:37.938385,0.7954223623429559,0.023017101264310273,0.11680167291414227,8,5,8,1024,0.010659696082817758,4.913898612780786,12.969744053376917,0.9803352379816824,PRUNED
59,0.14869804697535258,2026-02-26 11:26:43.294376,2026-02-26 11:27:19.343638,0 days 00:00:36.049262,0.8976591214436191,0.245620446317521,0.1549521516345561,9,8,1,1802,0.006146736398120482,0.766191977092415,14.85019312317375,0.6419166845262331,PRUNED
60,0.34229400644914715,2026-02-26 11:27:19.369735,2026-02-26 11:28:13.827033,0 days 00:00:54.457298,0.46436433658735066,0.43156407092197735,0.07279699133465829,8,10,6,1570,0.0010097450929039094,0.006295461269032428,16.36691837261284,0.6978556852852531,COMPLETE
61,0.2840601862349018,2026-02-26 11:28:13.854876,2026-02-26 11:28:42.928191,0 days 00:00:29.073315,0.7507367353747414,0.05119793009252495,0.16792977711188878,9,10,5,1320,0.003330730501367384,2.9473962764487185,12.672541622882402,0.6886769855861483,COMPLETE
62,0.14768020980513688,2026-02-26 11:28:42.955356,2026-02-26 11:29:06.623179,0 days 00:00:23.667823,0.7673570420963046,0.07927827556337451,0.18292760976760028,8,10,5,1222,0.003340966976325532,4.2137667106732195,12.845142193168023,0.7220738252737545,PRUNED
63,0.1430364524151629,2026-02-26 11:29:06.648644,2026-02-26 11:29:42.318283,0 days 00:00:35.669639,0.8761894388632749,0.029816995269586876,0.16683166391594897,9,10,6,1261,0.002085285827568476,7.978528494999944,13.662137207065289,0.6623383777461022,PRUNED
64,0.1711446782579427,2026-02-26 11:29:42.362503,2026-02-26 11:30:03.846579,0 days 00:00:21.484076,0.8503175362678538,0.04450922955380406,0.19889309351433498,10,9,4,1123,0.005348388668451526,0.0015585377960827726,12.059730451610587,0.6142998354972087,PRUNED
65,0.1750291947947545,2026-02-26 11:30:03.871071,2026-02-26 11:30:40.343617,0 days 00:00:36.472546,0.6975013162809004,2.316562699764262,0.18353929277065203,10,10,5,1270,0.0034748926636300453,1.4258557216712455,54.7499932323648,0.6769699648508252,PRUNED
66,0.14762367143582616,2026-02-26 11:30:40.372864,2026-02-26 11:31:05.312839,0 days 00:00:24.939975,0.8206791223692349,0.06719725945543338,0.1752380545675601,8,9,7,1516,0.0019989765432356734,0.029714896776817715,12.762067921892768,0.6340519139248579,PRUNED
67,0.1568570837465516,2026-02-26 11:31:05.335959,2026-02-26 11:32:12.134166,0 days 00:01:06.798207,0.7911493857229794,0.10944132692805644,0.15080472340462306,9,10,3,1359,8.241384588392696,0.49234765560683763,31.09106485026892,0.7408774226021915,PRUNED
68,0.16380626154973887,2026-02-26 11:32:12.157544,2026-02-26 11:34:21.416895,0 days 00:02:09.259351,0.7288632203506699,0.02036792745964579,0.05277096136286145,7,4,2,935,0.007940035057859701,2.0193984437462715,14.695342461840092,0.6497758529259539,PRUNED
69,0.1504955531482449,2026-02-26 11:34:21.441012,2026-02-26 11:34:54.931479,0 days 00:00:33.490467,0.7770135675655993,1.0551491394949235,0.1353033264118494,9,10,6,1450,0.020333174138504197,0.17424015419996638,17.611641009335397,0.6885730435552179,PRUNED
70,0.14600112659386702,2026-02-26 11:34:54.955111,2026-02-26 11:35:21.717339,0 days 00:00:26.762228,0.7459751294569225,0.027150969529983308,0.12802727797326086,10,9,5,1144,0.03199090023880332,0.07740465063441003,15.816092719054982,0.6661894678417711,PRUNED
71,0.2850911399191416,2026-02-26 11:35:21.745027,2026-02-26 11:35:49.279664,0 days 00:00:27.534637,0.7623589305813866,0.05455306532536324,0.1642220150431039,9,10,5,1314,0.0029887728097890967,3.4214708508166036,12.667814092750918,0.6891069130201419,COMPLETE
72,0.29699484610995847,2026-02-26 11:35:49.307704,2026-02-26 11:36:16.639208,0 days 00:00:27.331504,0.7492730746272311,0.04342227182524667,0.16842567629278532,9,10,4,1262,0.0047306488272382775,2.724481237373246,13.66392415928592,0.7119766188692859,COMPLETE
73,0.14900151262014869,2026-02-26 11:36:16.667931,2026-02-26 11:36:51.309807,0 days 00:00:34.641876,0.8057518633556173,0.07808656098331763,0.18522979303377013,8,10,5,1636,0.003821322461460135,5.417378295269296,12.53068939336701,0.6968236718660046,PRUNED
74,0.30635643477815716,2026-02-26 11:36:51.342470,2026-02-26 11:37:20.693040,0 days 00:00:29.350570,0.7014704210910988,0.05677284294379093,0.15989717877429171,5,10,6,1390,0.013794922605510738,2.702244779993404,14.43014617506109,0.6784105808644397,COMPLETE
75,0.2943848352356341,2026-02-26 11:37:20.722357,2026-02-26 11:37:59.213268,0 days 00:00:38.490911,0.8336675836213893,0.12718394465672708,0.17595181512037927,9,9,5,1081,0.0013815327495349593,8.306993160860708,13.448835298030577,0.6589046527856709,COMPLETE
76,0.1537590490154135,2026-02-26 11:37:59.245558,2026-02-26 11:38:26.049417,0 days 00:00:26.803859,0.8520010784801527,0.014752449420165256,0.18829609264114272,10,10,6,1320,0.002664366619785659,1.2241719949635819,12.652863507375717,0.6265991264029388,PRUNED
77,0.19449784586999008,2026-02-26 11:38:26.073815,2026-02-26 11:39:00.733973,0 days 00:00:34.660158,0.877621943599612,0.03860489119570234,0.1417969563576349,8,10,3,1183,0.0018352493977151474,0.9489103202793292,76.19614438147207,0.6112719353249645,PRUNED
78,0.1452183709613308,2026-02-26 11:39:00.758368,2026-02-26 11:39:19.818261,0 days 00:00:19.059893,0.9040813128358475,0.21934611948841023,0.15352801494835736,9,10,4,1229,0.006633614653909404,6.285252567193352,12.043837285239544,0.636892998454352,PRUNED
79,0.16326746795163977,2026-02-26 11:39:19.842262,2026-02-26 11:40:06.386998,0 days 00:00:46.544736,0.8189761377820265,0.026682115850173972,0.17406124901224426,10,6,4,546,0.009367390643813778,2.119992217169659,22.24937544957206,0.7018868986771729,PRUNED
80,0.3009773084620533,2026-02-26 11:40:06.411889,2026-02-26 11:40:30.783997,0 days 00:00:24.372108,0.724426475987509,0.06931094798476527,0.18865563232387794,7,9,7,1764,0.0037557956861359494,0.04328195510576294,14.08813432867538,0.7325666399544324,COMPLETE
81,0.14556187385407504,2026-02-26 11:40:30.812312,2026-02-26 11:41:06.597659,0 days 00:00:35.785347,0.8603452845755626,0.16506998683739413,0.16387434607956733,9,10,6,1343,0.3655153690122696,9.701277261479033,12.543901794709063,0.6519050963317232,PRUNED
82,0.14291875236541934,2026-02-26 11:41:06.622895,2026-02-26 11:41:37.053993,0 days 00:00:30.431098,0.753402992370325,0.3900325700165114,0.14823572186726489,9,10,5,1423,0.14935786476008836,4.756538007933774,13.150387513898927,0.6830991877736896,PRUNED
83,0.16272164762551355,2026-02-26 11:41:37.079577,2026-02-26 11:42:16.543837,0 days 00:00:39.464260,0.7774187933937518,0.10245809984760895,0.17064480987387623,10,10,8,1524,0.27408335704078124,7.195321044628212,28.80470802016266,0.6426972615374702,PRUNED
84,0.1507432653525981,2026-02-26 11:42:16.569959,2026-02-26 11:42:40.074548,0 days 00:00:23.504589,0.9301543919634286,0.151388098999511,0.19956895796657165,8,10,6,1285,1.2837002885748428,3.8146062942014427,12.015843644788028,0.6649891193720221,PRUNED
85,0.33798326800375833,2026-02-26 11:42:40.101041,2026-02-26 11:44:01.542271,0 days 00:01:21.441230,0.8953082558131006,0.035227570073908025,0.03161304664079261,9,10,5,1371,0.07149816079580869,0.0029124087137465866,15.499801555120548,0.6712234566499485,COMPLETE
86,0.30001808743036007,2026-02-26 11:44:01.573439,2026-02-26 11:44:43.975744,0 days 00:00:42.402305,0.8394049850599896,0.0521169791405243,0.13673733384654285,9,9,6,840,0.002521107584874265,7.858485481410124,13.578834859375458,0.6491519768285415,COMPLETE
87,0.14831305785408103,2026-02-26 11:44:44.003441,2026-02-26 11:46:12.110790,0 days 00:01:28.107349,0.8719804008320117,0.02002423809669655,0.10071906080846087,3,5,7,1672,0.005015495126961933,5.683004206038017,14.921854535338491,0.6168890812653031,PRUNED
88,0.2981811861858925,2026-02-26 11:46:12.144318,2026-02-26 11:46:46.792257,0 days 00:00:34.647939,0.7949479509163235,0.5277194929303504,0.12314799914156256,10,10,4,1935,0.0012082480180900374,2.983626071578218,13.167929921329208,0.6868085396444419,COMPLETE
89,0.15704317457915934,2026-02-26 11:46:46.820773,2026-02-26 11:47:24.293473,0 days 00:00:37.472700,0.822933450366114,0.0866604633208354,0.1565304112367437,8,7,5,1169,0.0030527907887401657,9.99533498043537,12.52062860716706,0.6292829681595364,PRUNED
90,0.30552965342982863,2026-02-26 11:47:24.317625,2026-02-26 11:47:51.913367,0 days 00:00:27.595742,0.8060636856201536,0.03192889450880431,0.17752278318559486,1,8,4,1603,0.0024091424065718096,0.012109880645910552,14.082954447492911,0.655317530000645,COMPLETE
91,0.2844508747550471,2026-02-26 11:47:51.941485,2026-02-26 11:48:20.812270,0 days 00:00:28.870785,0.7602533072646399,0.05666718706050824,0.1652145261806232,9,10,5,1319,0.0029615108514527756,3.3452028696378004,12.579941188922747,0.6921283470726167,COMPLETE
92,0.14888573286343695,2026-02-26 11:48:20.839873,2026-02-26 11:48:51.145071,0 days 00:00:30.305198,0.7799147583266843,0.04773497786902679,0.1899820273176184,9,10,6,1473,0.001678509994859224,4.048779956914546,12.515472257219546,0.7169052888881522,PRUNED
93,0.2929162886358137,2026-02-26 11:48:51.177767,2026-02-26 11:49:23.080926,0 days 00:00:31.903159,0.6868084621149808,0.06587578135764095,0.16363700842865794,8,10,5,1329,0.004303962462437014,1.671258398426891,13.25820601469627,0.6720478943511246,COMPLETE
94,0.28140257533827284,2026-02-26 11:49:23.120699,2026-02-26 11:49:54.929461,0 days 00:00:31.808762,0.7110746223918643,0.04110791371258853,0.1442029753201156,10,10,5,1244,0.006417226654393512,2.4551383109879175,12.022633485523453,0.7585945224631175,COMPLETE
95,0.30360320489553827,2026-02-26 11:49:54.966670,2026-02-26 11:50:23.661089,0 days 00:00:28.694419,0.6582158480847476,0.024321019743360553,0.14312879440554285,10,10,5,1248,0.006149141429896761,1.3488418074444593,13.964096706358035,0.769878837003536,COMPLETE
96,0.27945899042310823,2026-02-26 11:50:23.700878,2026-02-26 11:50:47.700659,0 days 00:00:23.999781,0.7150477559810079,0.04265846015410605,0.17888171458272537,10,10,2,1883,0.009144554227397463,0.8845846642900055,12.414215528778518,0.7563662522923691,COMPLETE
97,0.28504690719806985,2026-02-26 11:50:47.737099,2026-02-26 11:51:11.481312,0 days 00:00:23.744213,0.7163806600438529,0.011499960628827115,0.18014886541909866,10,10,1,1998,0.011599395698355365,0.8655962368522695,13.11295305112425,0.7851247877450761,COMPLETE
98,0.30177025642481886,2026-02-26 11:51:11.523530,2026-02-26 11:51:30.116408,0 days 00:00:18.592878,0.6156414988763927,0.04225039664154325,0.1917236030486685,10,10,2,1899,0.008727198451284637,0.33665613228876845,14.69466791864044,0.821271547874337,COMPLETE
99,0.15264223512289132,2026-02-26 11:51:30.158843,2026-02-26 11:51:47.723343,0 days 00:00:17.564500,0.7434820849970434,4.768525595678489,0.1723863983943554,10,9,1,1962,0.0176691067178115,0.23680929262278802,12.003710937620694,0.7652365745429145,PRUNED
100,0.2966483250626661,2026-02-26 11:51:47.756980,2026-02-26 11:52:10.633555,0 days 00:00:22.876575,0.6686988390202743,0.016260532691959526,0.15296996180196273,10,10,2,1877,0.007446664482615419,0.47614373296830037,13.732834177777066,0.7555647621539002,COMPLETE
101,0.2835981022977764,2026-02-26 11:52:10.674914,2026-02-26 11:52:33.485635,0 days 00:00:22.810721,0.7604805656170149,0.03405215477791272,0.167076024583941,9,10,3,1789,0.003396980053839423,2.255722214937169,12.546184817552954,0.7373442827705909,COMPLETE
102,0.2905154595106458,2026-02-26 11:52:33.524619,2026-02-26 11:52:59.139160,0 days 00:00:25.614541,0.736618695333482,0.02839935968260942,0.15861308485217565,9,10,3,1841,0.005878135789571648,2.2065204155011227,13.068612350294659,0.7440095623617373,COMPLETE
103,0.2794811908701161,2026-02-26 11:52:59.167873,2026-02-26 11:53:24.402943,0 days 00:00:25.235070,0.7065272417989343,0.03856653641851621,0.18330452409746256,10,10,3,1873,0.0038462423842457088,1.5808842605126514,12.404817478606208,0.7808045518282841,COMPLETE
104,0.2793552990745313,2026-02-26 11:53:24.435938,2026-02-26 11:53:42.023712,0 days 00:00:17.587774,0.6970140924812148,0.03302837255938234,0.18292117017995255,10,10,3,1812,0.0021841316684847747,0.66162475544122,12.284044752111505,0.7374902677408308,COMPLETE
105,0.27752107841869617,2026-02-26 11:53:42.061788,2026-02-26 11:53:58.887161,0 days 00:00:16.825373,0.6943705264897005,0.03659407887570106,0.18503649651069837,10,10,3,1777,0.004118442575283972,0.5524230671097183,12.33047731424567,0.7912038608494114,COMPLETE
106,0.2769016425268268,2026-02-26 11:53:58.923298,2026-02-26 11:54:16.767133,0 days 00:00:17.843835,0.6519892824204212,0.02224003002485551,0.18409888224776155,10,9,2,1847,0.0022045881724995775,0.629944283705991,12.013152678548987,0.7803278720783754,COMPLETE
107,0.29298603842873183,2026-02-26 11:54:16.829847,2026-02-26 11:54:38.990794,0 days 00:00:22.160947,0.639102165136547,0.02398979491225478,0.1877876552494212,10,9,2,1853,0.002232146744382109,0.5522628671636732,13.468565368764107,0.8058384720236093,COMPLETE
108,0.15940278140374847,2026-02-26 11:54:39.036345,2026-02-26 11:55:07.457975,0 days 00:00:28.421630,0.6509999650333156,0.019523372571247744,0.19283697282452894,10,9,3,1741,0.004136153596938187,0.3281824901357043,24.28575395552893,0.7793386808418962,PRUNED
109,0.32187529726000214,2026-02-26 11:55:07.493003,2026-02-26 11:56:33.854530,0 days 00:01:26.361527,0.6006440852374969,0.008222220501666195,0.03610499117545118,10,9,3,1696,0.011870867652087105,0.41760920838384585,14.35005307507439,0.78902060729157,COMPLETE
110,0.14293986625643665,2026-02-26 11:56:33.893645,2026-02-26 11:56:52.304605,0 days 00:00:18.410960,0.6928906503251276,0.014388034540532417,0.18344576522908373,10,10,2,1774,0.005233995063506149,0.625712096679356,12.336438162702471,0.8092107270400731,PRUNED
111,0.27648092984335576,2026-02-26 11:56:52.336699,2026-02-26 11:57:20.493239,0 days 00:00:28.156540,0.7038187536221601,0.04013736043044675,0.1772506132975076,10,8,1,1816,0.0022035125907103,0.7611503203013373,12.002797383121814,0.7567349620968693,COMPLETE
112,0.1533729138471085,2026-02-26 11:57:20.546911,2026-02-26 11:57:54.414637,0 days 00:00:33.867726,0.6735287942696163,0.03936308873385737,0.17305662885242395,10,8,2,1813,0.001377387856440008,1.0101418618335776,37.30691368780608,0.8185753513351224,PRUNED
113,0.2822544595018813,2026-02-26 11:57:54.446830,2026-02-26 11:58:27.395577,0 days 00:00:32.948747,0.7104173724684618,0.03196693379347708,0.18135038358591962,10,8,3,1927,0.0071012765502778295,0.8220994736579413,12.358158197879398,0.7788101202986333,COMPLETE
114,0.2786151585987044,2026-02-26 11:58:27.438024,2026-02-26 11:58:49.672034,0 days 00:00:22.234010,0.7046379762992446,0.0304608817478864,0.19970579966653754,10,8,2,1922,0.0065626819839303,0.8683578153469526,12.383198920793589,0.7518425956078159,COMPLETE
115,0.15958486546868214,2026-02-26 11:58:49.710396,2026-02-26 11:59:23.487127,0 days 00:00:33.776731,0.7062334576134732,0.021680199818384326,0.19645638629897463,10,8,2,1920,0.007086267722515912,0.8089700200005095,34.30352516313829,0.7635358984978425,PRUNED
116,0.1652544572974067,2026-02-26 11:59:23.511280,2026-02-26 12:00:09.555113,0 days 00:00:46.043833,0.6773639147873346,0.03237628352576591,0.18484556991374587,10,8,2,1874,0.015249247308805449,0.6054209112955612,40.83709774004822,0.7508956200012985,PRUNED
117,0.28801108046905555,2026-02-26 12:00:09.589596,2026-02-26 12:00:32.301546,0 days 00:00:22.711950,0.7125052562259263,0.02680681845136915,0.17901200894304398,10,8,1,1958,0.009154392924290421,0.7467140381134804,13.078703141838606,0.7736306482149615,COMPLETE
118,0.27876085632858205,2026-02-26 12:00:32.335324,2026-02-26 12:00:58.733467,0 days 00:00:26.398143,0.6187208894678105,0.0696866743794083,0.1976775341919453,10,8,3,1827,0.00999932560337786,1.0514719445657756,12.008997243150214,0.799277430628639,COMPLETE
119,0.2826037214193592,2026-02-26 12:00:58.771342,2026-02-26 12:01:16.661834,0 days 00:00:17.890492,0.5725210472733067,0.06543522593429404,0.18970901826506784,10,8,3,1824,0.010312821510548404,1.1202184895931473,12.324576922961176,0.7782627363350767,COMPLETE
120,0.3013529153479403,2026-02-26 12:01:16.700855,2026-02-26 12:01:48.018678,0 days 00:00:31.317823,0.6215147955771687,0.042192871374096726,0.1919748953167362,10,8,3,1892,0.004381638522493164,1.3940557117464025,13.91931256714199,0.8443293676664334,COMPLETE
121,0.29058228463235325,2026-02-26 12:01:48.055812,2026-02-26 12:02:17.101783,0 days 00:00:29.045971,0.6434242030757767,0.07209680609011061,0.1826207513726849,10,8,3,1859,0.007779993167820228,0.9688013624887942,12.869034479047858,0.7913918802311757,COMPLETE
122,0.28048405302973567,2026-02-26 12:02:17.130528,2026-02-26 12:02:46.343747,0 days 00:00:29.213219,0.6648992802317222,0.03581661931419625,0.19734708423330677,10,7,2,1731,0.0063781988252963,0.5473486994643537,12.045006246336442,0.7538725832848977,COMPLETE
123,0.28150999945165267,2026-02-26 12:02:46.383375,2026-02-26 12:03:19.954698,0 days 00:00:33.571323,0.689599059581684,0.03123581334681873,0.19818643648522047,10,7,2,1724,0.0060830953165387554,0.5243589373297549,12.38629378530648,0.757414350805224,COMPLETE
124,0.29298199686945814,2026-02-26 12:03:19.983246,2026-02-26 12:03:43.067668,0 days 00:00:23.084422,0.6590471051755449,0.017212229485158836,0.19835121659053842,2,7,1,1757,0.005323051456471304,0.5123005771497752,13.252964504793269,0.7595942402034487,COMPLETE
125,0.1397827226616607,2026-02-26 12:03:43.095267,2026-02-26 12:04:16.506620,0 days 00:00:33.411353,0.6852564766600385,0.05469113250446907,0.19735574369191713,10,7,2,1708,0.022079201104004405,0.6370246910469916,13.616516823697582,0.8006540216131264,PRUNED
126,0.2779130176480558,2026-02-26 12:04:16.532428,2026-02-26 12:04:34.859781,0 days 00:00:18.327353,0.6286274563519099,0.03939499356143808,0.1993922992244422,10,8,2,1796,0.029825216965526466,0.4092926282023618,12.051046637565959,0.7488232085357319,COMPLETE
127,0.28851255859169944,2026-02-26 12:04:34.888522,2026-02-26 12:05:11.387603,0 days 00:00:36.499081,0.6306058459639345,0.03893452827789963,0.17432511144429952,10,8,2,1820,0.01226870700404302,0.419429222859417,12.757527936165134,0.749622002461382,COMPLETE
128,0.2820089777083325,2026-02-26 12:05:11.425682,2026-02-26 12:05:37.368833,0 days 00:00:25.943151,0.5949043346018185,0.04829392932455222,0.1884052639117341,10,8,1,1776,0.030784944731531143,0.18982925705129317,12.286425115568226,0.8296602956435866,COMPLETE
129,0.279614488976918,2026-02-26 12:05:37.411743,2026-02-26 12:06:15.896154,0 days 00:00:38.484411,0.6158291678933275,0.025629765018782013,0.1995424576854742,10,7,1,1797,0.015443995169163883,0.3391616174706413,12.024851454740675,0.8628739653177465,COMPLETE
130,0.1429796888831591,2026-02-26 12:06:15.924622,2026-02-26 12:06:57.012844,0 days 00:00:41.088222,0.6049369570469358,0.022384137761158097,0.19074123179517394,10,7,1,1836,0.0185080234388044,0.0834495910209883,15.007530185224711,0.8707573512782556,PRUNED
131,0.2824975391840257,2026-02-26 12:06:57.045762,2026-02-26 12:07:24.798746,0 days 00:00:27.752984,0.6271212208785661,0.03661684880682174,0.17695862812248828,10,7,2,1799,0.04491961685857814,0.055603441885472796,12.119765939379864,0.862479111189537,COMPLETE
132,0.2795031755414466,2026-02-26 12:07:24.828898,2026-02-26 12:07:49.793413,0 days 00:00:24.964515,0.6660980735882722,0.08329449103276447,0.18525028226523396,10,8,2,1883,0.008776493798452347,0.3041930854378776,12.050829929809924,0.9315622043337358,COMPLETE
133,0.2876392701300404,2026-02-26 12:07:49.823714,2026-02-26 12:08:15.419140,0 days 00:00:25.595426,0.6666728173627426,0.0909793871230782,0.18808172598500866,10,8,1,1896,0.02609403426017516,0.12823520322460333,12.779319892690111,0.9317491674353133,COMPLETE
