number,value,datetime_start,datetime_complete,duration,params_C,params_calib_cv,params_calib_method,params_class_weight_mode,params_gamma,params_kernel,params_max_iter,params_pos_weight,params_tol,state
255,0.10255620572817208,2026-02-26 15:57:47.086885,2026-02-26 15:59:05.212677,0 days 00:01:18.125792,0.020038114164710352,5,sigmoid,custom,0.06680783545908404,rbf,,14.403769432723662,,COMPLETE
256,0.10272263266181544,2026-02-26 15:59:05.242965,2026-02-26 16:00:29.089764,0 days 00:01:23.846799,0.02242258384126174,5,sigmoid,custom,0.06923107499346934,rbf,,16.362521176775324,,COMPLETE
257,0.10364728460751818,2026-02-26 16:00:29.118204,2026-02-26 16:01:50.576753,0 days 00:01:21.458549,0.019253570098295127,5,sigmoid,custom,0.09902035528802235,rbf,,14.623163249820953,,COMPLETE
258,0.10263504927094975,2026-02-26 16:01:50.609892,2026-02-26 16:03:09.686433,0 days 00:01:19.076541,0.024287945692989598,5,sigmoid,custom,0.06947240066116088,rbf,,15.339707410620603,,COMPLETE
259,0.0864064878899324,2026-02-26 16:03:09.717167,2026-02-26 16:04:42.134757,0 days 00:01:32.417590,0.018162201661517587,5,sigmoid,custom,0.04532012196314112,rbf,,18.7864540034465,,PRUNED
260,0.10317894930001856,2026-02-26 16:04:42.162954,2026-02-26 16:05:59.067595,0 days 00:01:16.904641,0.030080801852825325,5,sigmoid,custom,0.09409254345376368,rbf,,14.337485025768176,,COMPLETE
261,0.10329790250298694,2026-02-26 16:05:59.096079,2026-02-26 16:06:33.170215,0 days 00:00:34.074136,0.01665761995437396,3,sigmoid,custom,4.310488018118099e-05,rbf,,13.336715881089395,,PRUNED
262,0.1152310067875224,2026-02-26 16:06:33.206262,2026-02-26 16:06:34.704279,0 days 00:00:01.498017,0.007303636052864488,5,sigmoid,custom,,linear,12478.0,14.390863386763742,0.0027899303092844357,PRUNED
263,0.10246277840453191,2026-02-26 16:06:34.732966,2026-02-26 16:07:45.150204,0 days 00:01:10.417238,0.020747320704178854,5,sigmoid,custom,0.05948986297499563,rbf,,12.856411087814783,,COMPLETE
264,0.1030958658635666,2026-02-26 16:07:45.181728,2026-02-26 16:09:12.711031,0 days 00:01:27.529303,0.02129980317410234,5,sigmoid,custom,0.08312494983030802,rbf,,17.024647307243846,,COMPLETE
265,0.08851587856735302,2026-02-26 16:09:12.741106,2026-02-26 16:10:18.852984,0 days 00:01:06.111878,0.027844790065244724,5,isotonic,custom,0.03875469218304173,rbf,,12.145935238794133,,PRUNED
266,0.10471866404803107,2026-02-26 16:10:18.889303,2026-02-26 16:11:35.965207,0 days 00:01:17.075904,0.021051161665829748,5,sigmoid,custom,0.12908705908613152,rbf,,12.833387479140937,,COMPLETE
267,0.10248944149105137,2026-02-26 16:11:35.997048,2026-02-26 16:12:52.289233,0 days 00:01:16.292185,0.017012123721128907,5,sigmoid,custom,0.06075876833315772,rbf,,13.788354400570704,,COMPLETE
268,0.08534947887511744,2026-02-26 16:12:52.326566,2026-02-26 16:14:11.887778,0 days 00:01:19.561212,0.024355456615921218,5,sigmoid,custom,0.049682440751813745,rbf,,15.716263268882711,,PRUNED
269,0.10276994030033097,2026-02-26 16:14:11.929169,2026-02-26 16:15:30.565185,0 days 00:01:18.636016,0.01825244690693314,5,sigmoid,custom,0.07437447386733537,rbf,,14.289395435369219,,COMPLETE
270,0.10256520603961128,2026-02-26 16:15:30.595599,2026-02-26 16:16:41.116129,0 days 00:01:10.520530,0.016462508057272514,5,sigmoid,custom,0.060699846353843345,rbf,,12.635063542357923,,COMPLETE
271,0.08985093991438152,2026-02-26 16:16:41.160473,2026-02-26 16:18:27.807045,0 days 00:01:46.646572,0.02059454769782785,5,sigmoid,custom,0.034612289502860265,rbf,,25.916138816806082,,PRUNED
272,0.10284690527199922,2026-02-26 16:18:27.834917,2026-02-26 16:18:59.809852,0 days 00:00:31.974935,0.024603598980145313,3,sigmoid,custom,0.10871849916259131,rbf,,10.817348639779999,,COMPLETE
273,0.08500333820200605,2026-02-26 16:18:59.846641,2026-02-26 16:20:04.861727,0 days 00:01:05.015086,0.016924969812716108,5,sigmoid,custom,0.04637287904730945,rbf,,11.721833873346146,,PRUNED
274,0.10280538392445653,2026-02-26 16:20:04.889693,2026-02-26 16:21:14.999974,0 days 00:01:10.110281,0.03084370492253164,5,sigmoid,custom,0.08127682131039717,rbf,,12.749699863839114,,COMPLETE
275,0.08670762503763225,2026-02-26 16:21:15.045727,2026-02-26 16:22:51.386548,0 days 00:01:36.340821,0.020974773198300073,5,sigmoid,custom,0.19230246249531782,rbf,,15.114566384299854,,PRUNED
276,0.10264860774306868,2026-02-26 16:22:51.415627,2026-02-26 16:24:02.118592,0 days 00:01:10.702965,0.016207734973682646,5,sigmoid,custom,0.06846315311805243,rbf,,12.699545251842341,,COMPLETE
277,0.08358404583359047,2026-02-26 16:24:02.150931,2026-02-26 16:25:09.061824,0 days 00:01:06.910893,0.018640905480275825,5,sigmoid,custom,0.05250494653011832,rbf,,12.037485165150413,,PRUNED
278,0.08647750279858746,2026-02-26 16:25:09.089021,2026-02-26 16:26:22.948719,0 days 00:01:13.859698,0.024698574032572838,5,sigmoid,custom,0.03920991063087705,rbf,,13.921021396687948,,PRUNED
279,0.10252966857550079,2026-02-26 16:26:22.980610,2026-02-26 16:27:43.089483,0 days 00:01:20.108873,0.014300830436908848,5,sigmoid,custom,0.05960033966852817,rbf,,14.635943508808772,,COMPLETE
280,0.0854013473511004,2026-02-26 16:27:43.119377,2026-02-26 16:28:45.982264,0 days 00:01:02.862887,0.014697542018559037,5,sigmoid,custom,0.045987980771801516,rbf,,11.332699596003176,,PRUNED
281,0.11155551491801204,2026-02-26 16:28:46.011009,2026-02-26 16:28:46.894108,0 days 00:00:00.883099,0.002881689374716385,5,sigmoid,custom,,linear,4468.0,13.031068807780066,0.00039391110707317215,PRUNED
282,0.10387572299579044,2026-02-26 16:28:46.939977,2026-02-26 16:30:14.056434,0 days 00:01:27.116457,0.013814722608311712,5,sigmoid,custom,0.096615152876118,rbf,,15.75291778358077,,COMPLETE
283,0.0877185385285583,2026-02-26 16:30:14.101096,2026-02-26 16:31:28.122163,0 days 00:01:14.021067,0.020426153646761362,5,sigmoid,custom,0.031295708952553306,rbf,,13.773198870882664,,PRUNED
284,0.10278760984030164,2026-02-26 16:31:28.149004,2026-02-26 16:32:00.678022,0 days 00:00:32.529018,0.015499584743478232,3,sigmoid,custom,0.006968123794926106,rbf,,12.2848590008585,,PRUNED
285,0.1042987584369385,2026-02-26 16:32:00.705138,2026-02-26 16:33:19.930889,0 days 00:01:19.225751,0.027137463129911752,5,isotonic,custom,0.00041292298153995974,rbf,,14.918490263471154,,PRUNED
286,0.08635020485285334,2026-02-26 16:33:19.959545,2026-02-26 16:34:58.067615,0 days 00:01:38.108070,0.01947597261447539,5,sigmoid,custom,0.05462916578022392,rbf,,21.227722995659114,,PRUNED
287,0.10293090582292064,2026-02-26 16:34:58.102547,2026-02-26 16:36:13.032557,0 days 00:01:14.930010,0.013354180137519135,5,sigmoid,custom,0.0789562034271437,rbf,,13.300130183265837,,COMPLETE
288,0.10250862873662088,2026-02-26 16:36:13.062587,2026-02-26 16:37:29.730362,0 days 00:01:16.667775,0.01662634845426611,5,sigmoid,custom,0.061696416427078384,rbf,,14.095629337682713,,COMPLETE
289,0.08573712373938566,2026-02-26 16:37:29.760417,2026-02-26 16:38:38.822948,0 days 00:01:09.062531,0.021516534758193515,5,sigmoid,custom,0.03991276123335055,rbf,,12.684419123401389,,PRUNED
290,0.10244053681775933,2026-02-26 16:38:38.854299,2026-02-26 16:39:56.679188,0 days 00:01:17.824889,0.017631900406812413,5,sigmoid,custom,0.0589386297383873,rbf,,14.267939492662462,,COMPLETE
291,0.0862653783038843,2026-02-26 16:39:56.719461,2026-02-26 16:41:00.415081,0 days 00:01:03.695620,0.10999319902663443,5,sigmoid,custom,0.04851610676685466,rbf,,16.42103547163158,,PRUNED
292,0.10292859479303026,2026-02-26 16:41:00.442937,2026-02-26 16:42:17.248980,0 days 00:01:16.806043,0.033369374757303116,5,sigmoid,custom,0.08421485678823867,rbf,,14.793853648245726,,COMPLETE
293,0.08801558384027446,2026-02-26 16:42:17.300291,2026-02-26 16:43:31.687134,0 days 00:01:14.386843,0.025138662869344058,5,sigmoid,custom,0.03498180161706824,rbf,,14.188893216417648,,PRUNED
294,0.10433351643493874,2026-02-26 16:43:31.715045,2026-02-26 16:44:56.183577,0 days 00:01:24.468532,0.018659416628932845,5,sigmoid,custom,0.11254846573181769,rbf,,14.983457721934515,,COMPLETE
295,0.08339110298831622,2026-02-26 16:44:56.215696,2026-02-26 16:45:23.954981,0 days 00:00:27.739285,0.013495537285539759,3,sigmoid,custom,0.056056287793099346,rbf,,10.192012299258367,,PRUNED
296,0.09036049962662546,2026-02-26 16:45:23.982704,2026-02-26 16:46:39.170643,0 days 00:01:15.187939,0.02412139148538136,5,sigmoid,custom,0.025814978300276237,rbf,,14.012564126186804,,PRUNED
297,0.10434275495363815,2026-02-26 16:46:39.205691,2026-02-26 16:47:48.029111,0 days 00:01:08.823420,0.017941460094638345,5,sigmoid,custom,1.3538577980053483e-05,rbf,,13.368732624121574,,PRUNED
298,0.08370925321540995,2026-02-26 16:47:48.055809,2026-02-26 16:49:12.556519,0 days 00:01:24.500710,0.013230832449202503,5,sigmoid,custom,0.04357512377683221,rbf,,15.786205995170892,,PRUNED
299,0.10257417388378634,2026-02-26 16:49:12.581916,2026-02-26 16:50:28.614478,0 days 00:01:16.032562,0.021118324814423006,5,sigmoid,custom,0.06935286114838829,rbf,,14.171430924883095,,COMPLETE
300,0.1029877756369526,2026-02-26 16:50:28.644343,2026-02-26 16:51:37.481588,0 days 00:01:08.837245,0.016346433547810513,5,sigmoid,custom,0.08300079642841884,rbf,,11.970573902283904,,COMPLETE
301,0.08359897312425404,2026-02-26 16:51:37.519913,2026-02-26 16:52:47.038208,0 days 00:01:09.518295,0.029936680306994444,5,sigmoid,custom,0.05646041611228403,rbf,,13.154124109198786,,PRUNED
302,0.08648533521379148,2026-02-26 16:52:47.064588,2026-02-26 16:55:16.027761,0 days 00:02:28.963173,0.011654465884194807,5,sigmoid,custom,0.16063307270662905,rbf,,30.657443778351638,,PRUNED
303,0.10258164900112043,2026-02-26 16:55:16.053907,2026-02-26 16:56:35.401697,0 days 00:01:19.347790,0.023297808489269066,5,sigmoid,custom,0.06598327549147712,rbf,,15.203838638765674,,COMPLETE
304,0.08534650763194936,2026-02-26 16:56:35.432639,2026-02-26 16:58:08.425118,0 days 00:01:32.992479,0.016161838867140746,5,sigmoid,custom,0.04567995348011112,rbf,,18.481518942760818,,PRUNED
305,0.08334851440554326,2026-02-26 16:58:08.462871,2026-02-26 16:59:25.708191,0 days 00:01:17.245320,0.019593214226702578,5,isotonic,custom,0.08966541693223096,rbf,,13.730654782223052,,PRUNED
306,0.08883261835085006,2026-02-26 16:59:25.736287,2026-02-26 17:00:27.479072,0 days 00:01:01.742785,0.014498735240043728,5,sigmoid,custom,0.034479417404535806,rbf,,11.199148181427953,,PRUNED
307,0.11611187494750466,2026-02-26 17:00:27.507883,2026-02-26 17:00:28.513218,0 days 00:00:01.005335,0.008333131378367544,3,sigmoid,custom,,linear,9042.0,14.527618972205286,9.884694170164754e-05,PRUNED
308,0.08237712199117429,2026-02-26 17:00:28.740727,2026-02-26 17:01:26.128901,0 days 00:00:57.388174,0.011647770357527218,5,sigmoid,custom,0.12974159557481452,rbf,,8.871290805039541,,PRUNED
309,0.08304221294769869,2026-02-26 17:01:26.162780,2026-02-26 17:02:36.559361,0 days 00:01:10.396581,0.025939767300064604,5,sigmoid,custom,0.05523803106384173,rbf,,13.056747525988886,,PRUNED
310,0.08437670276569362,2026-02-26 17:02:36.586886,2026-02-26 17:03:08.920137,0 days 00:00:32.333251,5.076134839755675,5,sigmoid,custom,0.0719970134988304,rbf,,12.443833750687842,,PRUNED
311,0.08469413940098541,2026-02-26 17:03:08.948774,2026-02-26 17:04:23.525963,0 days 00:01:14.577189,0.018368574273612732,5,sigmoid,custom,0.04153535286029941,rbf,,13.714901587415225,,PRUNED
312,0.10440931476863305,2026-02-26 17:04:23.552603,2026-02-26 17:05:54.363748,0 days 00:01:30.811145,0.013783196939235791,5,sigmoid,custom,0.10529869983979838,rbf,,16.3626438529121,,COMPLETE
313,0.1024702815966783,2026-02-26 17:05:54.394151,2026-02-26 17:07:11.198713,0 days 00:01:16.804562,0.021845775675997135,5,sigmoid,custom,0.06056594088275329,rbf,,14.552634517901092,,COMPLETE
314,0.08341361804469412,2026-02-26 17:07:11.231309,2026-02-26 17:09:03.254675,0 days 00:01:52.023366,0.03275043004504662,5,sigmoid,custom,0.0707263860606067,rbf,,38.51273172636495,,PRUNED
315,0.0846938768577352,2026-02-26 17:09:03.282747,2026-02-26 17:10:22.627499,0 days 00:01:19.344752,0.023001682604977727,5,sigmoid,custom,0.05018823998401668,rbf,,15.461943852749059,,PRUNED
316,0.10284710401627314,2026-02-26 17:10:22.656431,2026-02-26 17:11:39.890055,0 days 00:01:17.233624,0.027193864496239045,5,sigmoid,custom,0.08192294909186724,rbf,,14.50470074334181,,COMPLETE
317,0.08334045042376802,2026-02-26 17:11:39.921677,2026-02-26 17:13:06.665398,0 days 00:01:26.743721,0.02143663948452038,5,sigmoid,custom,0.062438235144360504,rbf,,17.33670078542276,,PRUNED
318,0.08796828901516794,2026-02-26 17:13:06.692879,2026-02-26 17:14:25.156715,0 days 00:01:18.463836,0.017644281344996206,5,sigmoid,custom,0.029412852196175815,rbf,,14.580747988313329,,PRUNED
319,0.10282887720359375,2026-02-26 17:14:25.191588,2026-02-26 17:14:58.892108,0 days 00:00:33.700520,0.02017808107396699,3,sigmoid,custom,0.1006156687492339,rbf,,11.92035149290274,,COMPLETE
320,0.11572837502490232,2026-02-26 17:14:58.938551,2026-02-26 17:15:02.654594,0 days 00:00:03.716043,0.00543781308866965,5,sigmoid,custom,,linear,16030.0,56.41124099917061,7.596019111661366e-05,PRUNED
321,0.08806032283153511,2026-02-26 17:15:02.680567,2026-02-26 17:16:10.919026,0 days 00:01:08.238459,0.03535543587571252,5,sigmoid,custom,0.04163452027231525,rbf,,13.018676319692393,,PRUNED
322,0.08258230050918608,2026-02-26 17:16:11.007665,2026-02-26 17:17:34.064920,0 days 00:01:23.057255,0.016334489701187928,5,sigmoid,custom,0.05263962717656719,rbf,,15.651174690547709,,PRUNED
323,0.08229794630816213,2026-02-26 17:17:34.093406,2026-02-26 17:18:47.367748,0 days 00:01:13.274342,0.02744937132130137,5,sigmoid,custom,0.064908421211265,rbf,,13.842778830608552,,PRUNED
324,0.09200661516755636,2026-02-26 17:18:47.395573,2026-02-26 17:23:53.019338,0 days 00:05:05.623765,0.023278014964137485,5,isotonic,custom,0.8731956631652124,rbf,,12.500441984916133,,PRUNED
325,0.08597746655455883,2026-02-26 17:23:53.046484,2026-02-26 17:25:12.499212,0 days 00:01:19.452728,0.0174544482901261,5,sigmoid,custom,0.036164750892710526,rbf,,14.812583163501413,,PRUNED
326,0.08474543814365733,2026-02-26 17:25:12.525357,2026-02-26 17:27:34.837056,0 days 00:02:22.311699,0.014569345335125316,5,sigmoid,custom,0.07913467982271989,rbf,,43.98163457440695,,PRUNED
327,0.08369565630827241,2026-02-26 17:27:34.870319,2026-02-26 17:28:51.703136,0 days 00:01:16.832817,0.02033980933083624,5,sigmoid,custom,0.04808747614680773,rbf,,14.414121224769337,,PRUNED
328,0.102547151452229,2026-02-26 17:28:51.730638,2026-02-26 17:30:06.355599,0 days 00:01:14.624961,0.01602552335614162,5,sigmoid,custom,0.06229734736021043,rbf,,13.390713714100766,,COMPLETE
329,0.10331920844119417,2026-02-26 17:30:06.387507,2026-02-26 17:31:13.121296,0 days 00:01:06.733789,0.014258742133446458,5,sigmoid,custom,0.09414027719705675,rbf,,11.472601436946505,,COMPLETE
330,0.08450636818419821,2026-02-26 17:31:13.152959,2026-02-26 17:31:44.304685,0 days 00:00:31.151726,1.9224859926729012,5,sigmoid,custom,0.05500663666904803,rbf,,50.85487366600942,,PRUNED
331,0.08416973277644842,2026-02-26 17:31:44.339370,2026-02-26 17:32:19.279136,0 days 00:00:34.939766,0.011134052753853527,3,sigmoid,custom,0.04458499959699309,rbf,,13.24356225175848,,PRUNED
332,0.09207292549625361,2026-02-26 17:32:19.307720,2026-02-26 17:33:26.774904,0 days 00:01:07.467184,0.01593277395447907,5,sigmoid,custom,0.023134057731756145,rbf,,12.296677930085167,,PRUNED
333,0.10717093199363248,2026-02-26 17:33:26.802602,2026-02-26 17:34:10.336312,0 days 00:00:43.533710,1.0486309402834726,5,sigmoid,custom,0.1231410147194522,rbf,,84.2294966337745,,COMPLETE
334,0.10256248634787295,2026-02-26 17:34:10.368939,2026-02-26 17:35:25.960337,0 days 00:01:15.591398,0.01727260641138775,5,sigmoid,custom,0.06621723728072149,rbf,,13.611418421110695,,COMPLETE
335,0.08691468606443847,2026-02-26 17:35:25.989945,2026-02-26 17:36:36.074523,0 days 00:01:10.084578,0.012675192325688284,5,sigmoid,custom,0.03529776788696909,rbf,,12.81427416735063,,PRUNED
336,0.10284952543461927,2026-02-26 17:36:36.103608,2026-02-26 17:37:52.212759,0 days 00:01:16.109151,0.024305670066639282,5,sigmoid,custom,0.08216405463589907,rbf,,13.720787739922194,,COMPLETE
337,0.10212770992612152,2026-02-26 17:37:52.244285,2026-02-26 17:39:02.326522,0 days 00:01:10.082237,0.02011011197821623,5,sigmoid,custom,0.0010152513679608389,rbf,,13.044113813213068,,PRUNED
338,0.10250940894643487,2026-02-26 17:39:02.353240,2026-02-26 17:40:25.606773,0 days 00:01:23.253533,0.014644315173580946,5,sigmoid,custom,0.05589864673501562,rbf,,15.444430445426839,,COMPLETE
339,0.10273527079421756,2026-02-26 17:40:25.639330,2026-02-26 17:41:54.425849,0 days 00:01:28.786519,0.011381205441825947,5,sigmoid,custom,0.05966143941536967,rbf,,16.50638276776302,,COMPLETE
340,0.10308427994349494,2026-02-26 17:41:54.462830,2026-02-26 17:43:18.537193,0 days 00:01:24.074363,0.014089337819891232,5,sigmoid,custom,0.078608307815741,rbf,,15.373726954482342,,COMPLETE
341,0.08739764402564615,2026-02-26 17:43:18.567648,2026-02-26 17:45:04.771059,0 days 00:01:46.203411,0.015844021372958157,5,sigmoid,custom,0.050770268161183914,rbf,,23.697153152439984,,PRUNED
342,0.11675910862454211,2026-02-26 17:45:04.797124,2026-02-26 17:45:06.319032,0 days 00:00:01.521908,0.009022196372274667,3,sigmoid,custom,,linear,18530.0,15.96020128655966,2.6167268139518855e-06,PRUNED
343,0.09722925747319347,2026-02-26 17:45:06.346381,2026-02-26 17:49:31.404046,0 days 00:04:25.057665,0.029464574244803195,5,sigmoid,custom,0.5416177830631778,rbf,,14.820972231903141,,PRUNED
344,0.10384092967346428,2026-02-26 17:49:31.431860,2026-02-26 17:50:52.185900,0 days 00:01:20.754040,0.01326915147486797,5,sigmoid,custom,0.10232355455272911,rbf,,14.10828971965319,,COMPLETE
345,0.08911070498753394,2026-02-26 17:50:52.215296,2026-02-26 17:51:45.069773,0 days 00:00:52.854477,0.017993162827945424,5,sigmoid,custom,0.038857201138428735,rbf,,9.534311049043291,,PRUNED
346,0.0846009693784798,2026-02-26 17:51:45.103674,2026-02-26 17:53:05.053548,0 days 00:01:19.949874,0.02262929471710003,5,isotonic,custom,0.06323779698389752,rbf,,15.377794911101233,,PRUNED
347,0.08439449743130081,2026-02-26 17:53:05.080764,2026-02-26 17:54:10.796576,0 days 00:01:05.715812,0.014444376008124645,5,sigmoid,custom,0.048959230350220456,rbf,,11.811322308482989,,PRUNED
348,0.08732751763250982,2026-02-26 17:54:10.824611,2026-02-26 17:54:41.451555,0 days 00:00:30.626944,10.234653685530748,5,sigmoid,custom,0.028746444980621153,rbf,,13.963377372333479,,PRUNED
349,0.10571718482736983,2026-02-26 17:54:41.479237,2026-02-26 17:55:40.889675,0 days 00:00:59.410438,0.011506644956885824,5,sigmoid,custom,0.0031184491842735215,rbf,,10.737271390978217,,PRUNED
350,0.10293452426693694,2026-02-26 17:55:40.919630,2026-02-26 17:57:10.110765,0 days 00:01:29.191135,0.016629766913732934,5,sigmoid,custom,0.0749673869956104,rbf,,16.879295629681454,,COMPLETE
351,0.08504725515793901,2026-02-26 17:57:10.141624,2026-02-26 17:58:02.344385,0 days 00:00:52.202761,0.18770000195310227,5,sigmoid,custom,0.05766414798743669,rbf,,12.419092999316085,,PRUNED
352,0.08308494813423711,2026-02-26 17:58:02.371469,2026-02-26 17:59:25.279842,0 days 00:01:22.908373,0.019752727861505618,5,sigmoid,custom,0.1511316356943243,rbf,,13.354285209015705,,PRUNED
353,0.10306683888044894,2026-02-26 17:59:25.308662,2026-02-26 18:00:44.790689,0 days 00:01:19.482027,0.0271027874395363,5,sigmoid,custom,0.08890531057079244,rbf,,15.003079358519072,,COMPLETE
354,0.08637412646213996,2026-02-26 18:00:44.826165,2026-02-26 18:01:19.794540,0 days 00:00:34.968375,0.03660265293479563,3,sigmoid,custom,0.04486766196348342,rbf,,14.130922304194494,,PRUNED
355,0.10262249883459358,2026-02-26 18:01:19.823091,2026-02-26 18:02:31.506260,0 days 00:01:11.683169,0.013256466562209088,5,sigmoid,custom,0.06452318091104367,rbf,,12.875504538908016,,COMPLETE
356,0.0899963309738466,2026-02-26 18:02:31.537080,2026-02-26 18:04:05.183686,0 days 00:01:33.646606,0.022940827694431558,5,sigmoid,custom,0.036504969385300436,rbf,,20.215684267300386,,PRUNED
357,0.08297383783124515,2026-02-26 18:04:05.213664,2026-02-26 18:06:05.648846,0 days 00:02:00.435182,0.016836841853688833,5,sigmoid,custom,0.10510891534829767,rbf,,27.251954229952183,,PRUNED
358,0.10281605570817438,2026-02-26 18:06:05.683195,2026-02-26 18:07:30.216114,0 days 00:01:24.532919,0.019779886446929146,5,sigmoid,custom,0.07510795051462975,rbf,,16.062402001475963,,COMPLETE
359,0.08498275812877855,2026-02-26 18:07:30.259667,2026-02-26 18:08:13.630899,0 days 00:00:43.371232,0.5121311547658514,5,sigmoid,custom,0.055166762681082886,rbf,,13.518728130519875,,PRUNED
360,0.11563082285390838,2026-02-26 18:08:13.674563,2026-02-26 18:08:16.316992,0 days 00:00:02.642429,0.007507569065385509,5,sigmoid,custom,,linear,5806.0,17.94791624688905,1.0006582290351279e-05,PRUNED
361,0.0859387516771207,2026-02-26 18:08:16.353869,2026-02-26 18:08:55.338294,0 days 00:00:38.984425,0.7896742037617941,5,sigmoid,custom,0.04424019903640504,rbf,,12.070552425336674,,PRUNED
362,0.10256575543363045,2026-02-26 18:08:55.366156,2026-02-26 18:10:14.847190,0 days 00:01:19.481034,0.014978129575389312,5,sigmoid,custom,0.06293450429413876,rbf,,14.536568018157968,,COMPLETE
363,0.10327384420232873,2026-02-26 18:10:14.878826,2026-02-26 18:11:28.691969,0 days 00:01:13.813143,0.011947916845321283,5,sigmoid,custom,0.09095606534866398,rbf,,12.919488328817348,,COMPLETE
364,0.08402898553726781,2026-02-26 18:11:28.733699,2026-02-26 18:12:49.872682,0 days 00:01:21.138983,0.024712405148579333,5,isotonic,custom,0.12776209196919772,rbf,,13.810098129174152,,PRUNED
365,0.08209096910106974,2026-02-26 18:12:49.900267,2026-02-26 18:13:29.045179,0 days 00:00:39.144912,0.018041444519073194,3,sigmoid,custom,0.050018767338819235,rbf,,15.166972434646617,,PRUNED
366,0.08882110115538884,2026-02-26 18:13:29.109718,2026-02-26 18:14:37.353040,0 days 00:01:08.243322,0.014885504477257016,5,sigmoid,custom,0.03095400143523105,rbf,,12.33082757874169,,PRUNED
367,0.10279107651502477,2026-02-26 18:14:37.381769,2026-02-26 18:15:41.351503,0 days 00:01:03.969734,0.031150234836582205,5,sigmoid,custom,0.07491053909919364,rbf,,11.231618831458857,,COMPLETE
368,0.08544324623565462,2026-02-26 18:15:41.393284,2026-02-26 18:16:57.782180,0 days 00:01:16.388896,0.02128631009301218,5,sigmoid,custom,0.04076679422555871,rbf,,14.257422398653917,,PRUNED
369,0.08562892039394635,2026-02-26 18:16:57.888042,2026-02-26 18:19:35.482180,0 days 00:02:37.594138,0.012741742665669865,5,sigmoid,custom,0.061727227037882075,rbf,,65.01780424874882,,PRUNED
370,0.0826466515741097,2026-02-26 18:19:35.526536,2026-02-26 18:20:50.144198,0 days 00:01:14.617662,0.01626635826731891,5,sigmoid,custom,0.05294368763752035,rbf,,13.508862007575146,,PRUNED
371,0.10317149349325214,2026-02-26 18:20:50.221988,2026-02-26 18:22:13.311442,0 days 00:01:23.089454,0.01960420884529421,5,sigmoid,custom,0.08767981085663809,rbf,,15.362110867207326,,COMPLETE
372,0.10258066213549251,2026-02-26 18:22:13.365688,2026-02-26 18:23:24.031237,0 days 00:01:10.665549,0.026570701450368734,5,sigmoid,custom,0.07067950058650815,rbf,,12.905005114552205,,COMPLETE
373,0.08528126840942529,2026-02-26 18:23:24.088369,2026-02-26 18:24:43.238510,0 days 00:01:19.150141,0.011321891284337788,5,sigmoid,custom,0.03820234229309789,rbf,,14.46212362043595,,PRUNED
374,0.10398219811916773,2026-02-26 18:24:43.292649,2026-02-26 18:25:53.342803,0 days 00:01:10.050154,0.014964251433679495,5,sigmoid,custom,0.1131169774630503,rbf,,11.834990180322954,,COMPLETE
375,0.08243419740965735,2026-02-26 18:25:53.386009,2026-02-26 18:27:07.356992,0 days 00:01:13.970983,0.02289827919518897,5,sigmoid,custom,0.0571185479050544,rbf,,13.757680157093684,,PRUNED
376,0.08339630902943361,2026-02-26 18:27:07.396070,2026-02-26 18:27:48.340227,0 days 00:00:40.944157,0.018335774917673898,3,sigmoid,custom,0.04529087723240449,rbf,,16.153126058038332,,PRUNED
377,0.10228831039714092,2026-02-26 18:27:48.376732,2026-02-26 18:28:56.983731,0 days 00:01:08.606999,0.013600444767566666,5,sigmoid,custom,0.001804921247544724,rbf,,12.619635279994604,,PRUNED
378,0.10270958286119089,2026-02-26 18:28:57.045392,2026-02-26 18:30:18.339729,0 days 00:01:21.294337,0.01648005897596971,5,sigmoid,custom,0.06994843892560411,rbf,,14.83503910551947,,COMPLETE
379,0.10753868076651446,2026-02-26 18:30:18.371029,2026-02-26 18:30:19.265509,0 days 00:00:00.894480,0.0010047042317940936,5,sigmoid,custom,,linear,12156.0,13.374441731437955,2.4530741940215344e-05,PRUNED
380,0.09227893599584423,2026-02-26 18:30:19.293681,2026-02-26 18:31:36.517863,0 days 00:01:17.224182,0.019409407140431753,5,sigmoid,custom,0.018908509804887834,rbf,,14.147614432639001,,PRUNED
381,0.09020846778010404,2026-02-26 18:31:36.545819,2026-02-26 18:32:47.282342,0 days 00:01:10.736523,0.029393680584776916,5,sigmoid,custom,0.02905622407280812,rbf,,13.138877487715478,,PRUNED
382,0.08522041160566868,2026-02-26 18:32:47.316365,2026-02-26 18:34:12.719833,0 days 00:01:25.403468,0.023557371922210496,5,sigmoid,custom,0.05358371869394384,rbf,,17.03872624185884,,PRUNED
383,0.08286865129717023,2026-02-26 18:34:12.747806,2026-02-26 18:35:21.084971,0 days 00:01:08.337165,0.013091287511335654,5,isotonic,custom,0.09467878205873773,rbf,,11.653268548211125,,PRUNED
384,0.10295099656135587,2026-02-26 18:35:21.115193,2026-02-26 18:36:46.753855,0 days 00:01:25.638662,0.011563674706691887,5,sigmoid,custom,0.07240391977432373,rbf,,15.357229219810073,,COMPLETE
385,0.08729107807222228,2026-02-26 18:36:46.785979,2026-02-26 18:37:54.857345,0 days 00:01:08.071366,0.016209872942252703,5,sigmoid,custom,0.035710118271164604,rbf,,12.26868660141787,,PRUNED
